judge_model_name,criterion,locale,n_prompts,mean,std,se,ci95_low,ci95_high,ci90_low,ci90_high
Llama-4-Maverick,coherence,bn_BD,46,0.4795289855072464,0.09960890376402799,0.014686531621413184,0.4510869565217392,0.5085144927536231,0.45579710144927527,0.5034420289855073
CommandA,coherence,bn_BD,46,0.47119565217391307,0.07717437609955353,0.011378740977151913,0.44891304347826094,0.4927536231884058,0.45326086956521733,0.48931159420289855
AyaExpanse-32B,coherence,bn_BD,46,0.43822463768115943,0.1075050398898473,0.015850753377869335,0.40760869565217406,0.469927536231884,0.4126811594202899,0.46467391304347827
Llama-3.1-8B,coherence,bn_BD,46,0.41195652173913055,0.10163254093190244,0.014984900643992348,0.38351449275362315,0.44130434782608696,0.3878623188405797,0.43677536231884057
Qwen2.5-7B,coherence,bn_BD,46,0.3994565217391305,0.12953385293152972,0.019098724664505497,0.3630434782608695,0.4376856884057971,0.36920289855072463,0.43043478260869567
CommandR7B,coherence,bn_BD,46,0.3643115942028987,0.11379620949173126,0.01677833573047333,0.3318795289855072,0.397463768115942,0.3371376811594203,0.39221014492753625
Mistral-7B,coherence,bn_BD,46,0.3371376811594203,0.07910975579634798,0.011664097145549758,0.31485507246376815,0.3601449275362319,0.3181159420289856,0.35652173913043483
AyaExpanse-8B,coherence,bn_BD,46,0.3284420289855073,0.09963786414856568,0.014690801597160418,0.29981431159420285,0.3568840579710145,0.3041666666666667,0.352536231884058
Claude-4,coherence,cs_CZ,46,0.5001811594202898,0.11380741164698532,0.01677998739815714,0.46829710144927533,0.5329710144927535,0.4735416666666666,0.5278985507246376
Mistral-Medium,coherence,cs_CZ,46,0.4936594202898551,0.12744140244612126,0.01879020967177961,0.4583333333333333,0.5307971014492755,0.46376811594202905,0.5246467391304347
Qwen3-235B,coherence,cs_CZ,46,0.47771739130434776,0.11702398123738747,0.01725424471067439,0.44547101449275356,0.5121376811594203,0.45,0.5063405797101449
GPT-4.1,coherence,cs_CZ,46,0.46992753623188405,0.1269718334283841,0.018720975497254714,0.43460144927536243,0.5067074275362318,0.4402173913043479,0.5005434782608695
CommandA,coherence,cs_CZ,46,0.46503623188405796,0.11364634831458008,0.016756239905362482,0.43387681159420294,0.4985507246376811,0.4384057971014493,0.4929347826086957
DeepSeek-V3,coherence,cs_CZ,46,0.43786231884057986,0.1256674344428252,0.01852865235921744,0.4039809782608695,0.47482336956521737,0.4086956521739131,0.4692028985507248
Llama-4-Maverick,coherence,cs_CZ,46,0.4273550724637681,0.12056532274154293,0.017776387029459596,0.39365942028985507,0.46249999999999997,0.39891304347826084,0.4568840579710144
AyaExpanse-32B,coherence,cs_CZ,46,0.415036231884058,0.12772486301964472,0.0188320036532327,0.38043025362318833,0.4527173913043479,0.38514492753623186,0.4465579710144927
Qwen2.5-7B,coherence,cs_CZ,46,0.3673913043478261,0.10233125355222376,0.015087920199522637,0.33894927536231884,0.3980072463768117,0.3431159420289855,0.3927536231884058
AyaExpanse-8B,coherence,cs_CZ,46,0.35380434782608694,0.12329962654688884,0.018179538131241575,0.3208333333333333,0.3907653985507247,0.3257246376811594,0.38478260869565223
Llama-3.1-8B,coherence,cs_CZ,46,0.3519927536231884,0.11489642118292512,0.01694055309440744,0.3192028985507247,0.3856884057971014,0.32409420289855073,0.380072463768116
CommandR7B,coherence,cs_CZ,46,0.3463768115942029,0.11848649678121427,0.017469880863363155,0.3139492753623188,0.38170289855072465,0.31902173913043474,0.3759057971014493
Mistral-7B,coherence,cs_CZ,46,0.33677536231884053,0.1055493578144888,0.015562403787061408,0.3085144927536232,0.36865942028985504,0.31268115942028984,0.3630434782608695
GPT-4.1,coherence,de_DE,46,0.6090579710144928,0.20771260183181556,0.030625552332106155,0.5494565217391305,0.6684827898550725,0.5596014492753624,0.6592391304347827
CommandA,coherence,de_DE,46,0.6083333333333334,0.22396538533255644,0.03302189452441743,0.5467346014492753,0.6733695652173912,0.5565217391304348,0.6625090579710143
Qwen3-235B,coherence,de_DE,46,0.588949275362319,0.21515895895069576,0.03172345779194179,0.5278940217391302,0.6514538043478261,0.5373188405797101,0.6420289855072463
Llama-4-Maverick,coherence,de_DE,46,0.581340579710145,0.22157673462942623,0.03266970719217714,0.5195652173913043,0.6460190217391304,0.5284420289855072,0.6358695652173914
CommandR7B,coherence,de_DE,46,0.5804347826086957,0.248800935546306,0.036683696630115836,0.5097826086956523,0.6532608695652175,0.5204710144927536,0.6418568840579709
Mistral-7B,coherence,de_DE,46,0.573731884057971,0.2594983728826004,0.03826094771682352,0.4998188405797102,0.65,0.5126811594202899,0.6384057971014493
Mistral-Medium,coherence,de_DE,46,0.5728260869565218,0.18529618251589836,0.027320431618178903,0.522096920289855,0.6255434782608696,0.529891304347826,0.6173913043478261
AyaExpanse-32B,coherence,de_DE,46,0.56268115942029,0.22113441481352958,0.03260449069327526,0.49981884057971016,0.6273550724637681,0.510144927536232,0.6155797101449275
Claude-4,coherence,de_DE,46,0.5559782608695653,0.1796572786961696,0.02648902060842877,0.5065217391304349,0.6083333333333333,0.513768115942029,0.6003623188405797
DeepSeek-V3,coherence,de_DE,46,0.5556159420289856,0.20820406617619824,0.030698014796422323,0.49764492753623196,0.6173958333333334,0.5068840579710144,0.6065217391304347
AyaExpanse-8B,coherence,de_DE,46,0.5409420289855074,0.24215994412782074,0.03570453586456648,0.47427536231884065,0.6125045289855072,0.4851358695652174,0.6001811594202898
Llama-3.1-8B,coherence,de_DE,46,0.5358695652173914,0.2134943660546824,0.03147802695915204,0.4771739130434782,0.5974637681159419,0.48550724637681164,0.586413043478261
Qwen2.5-7B,coherence,de_DE,46,0.5057971014492754,0.17006597816636726,0.025074860496245216,0.4585099637681159,0.5552536231884058,0.46557971014492755,0.5472826086956523
CommandA,coherence,en_US,46,0.6655797101449277,0.2230374539192427,0.03288507850166087,0.6018070652173912,0.7288088768115942,0.6125,0.7184782608695651
Qwen3-235B,coherence,en_US,46,0.647463768115942,0.21030452321630855,0.031007710291235512,0.587133152173913,0.7076132246376812,0.5965579710144927,0.6981884057971015
CommandR7B,coherence,en_US,46,0.6384057971014493,0.23421446237455087,0.03453303849227134,0.5721014492753624,0.7047101449275364,0.5827807971014493,0.6952898550724638
GPT-4.1,coherence,en_US,46,0.6384057971014493,0.19791722815413193,0.02918130327580029,0.5833333333333334,0.694026268115942,0.5922101449275362,0.6855072463768116
Llama-4-Maverick,coherence,en_US,46,0.6206521739130435,0.20437150820390657,0.030132934951910592,0.56231884057971,0.6788088768115943,0.571195652173913,0.6699275362318841
Mistral-Medium,coherence,en_US,46,0.6182971014492754,0.20313605764939327,0.029950777705420498,0.5606838768115942,0.6778985507246377,0.5695561594202899,0.6673913043478261
Claude-4,coherence,en_US,46,0.5699275362318841,0.20190052449859383,0.029768608280772407,0.511594202898551,0.6282608695652173,0.5210144927536232,0.6177626811594202
AyaExpanse-32B,coherence,en_US,46,0.5565217391304348,0.19840345044010158,0.02925299284076976,0.5012635869565217,0.6143115942028985,0.5097735507246375,0.6043478260869566
Llama-3.1-8B,coherence,en_US,46,0.5541666666666668,0.18098453313630947,0.02668471359939827,0.5036186594202898,0.6074275362318841,0.5114130434782609,0.5989130434782609
AyaExpanse-8B,coherence,en_US,46,0.5516304347826086,0.20760702702563813,0.03060998617616268,0.4940217391304348,0.6121376811594202,0.5021739130434784,0.6019927536231884
DeepSeek-V3,coherence,en_US,46,0.5489130434782609,0.2033409887421377,0.0299809931466117,0.4918432971014493,0.6079710144927537,0.5005434782608696,0.5980072463768116
Mistral-7B,coherence,en_US,46,0.5244565217391304,0.19153701068643258,0.02824059153166906,0.4715579710144928,0.5802536231884058,0.4795289855072465,0.5708333333333333
Qwen2.5-7B,coherence,en_US,46,0.5242753623188406,0.18522447248313578,0.027309858550672455,0.47264039855072465,0.5786231884057972,0.48134057971014493,0.5702898550724637
GPT-4.1,coherence,hi_IN,46,0.6860507246376812,0.1447971585457395,0.021349176301654612,0.6434782608695652,0.727536231884058,0.6503623188405799,0.7210144927536233
Qwen3-235B,coherence,hi_IN,46,0.6597826086956522,0.13766465279472745,0.02029754570143934,0.6204710144927535,0.7001811594202899,0.6268025362318841,0.6934782608695652
CommandA,coherence,hi_IN,46,0.6567028985507245,0.16149016295784843,0.02381042552627828,0.6108695652173914,0.702355072463768,0.6182971014492754,0.6949365942028984
DeepSeek-V3,coherence,hi_IN,46,0.6038043478260869,0.13878558960465204,0.020462818817420653,0.5641304347826086,0.6434782608695653,0.570461956521739,0.6375000000000001
Llama-4-Maverick,coherence,hi_IN,46,0.5971014492753622,0.15742152063281167,0.023210536942980253,0.552536231884058,0.6413043478260869,0.5596014492753623,0.6344202898550723
CommandR7B,coherence,hi_IN,46,0.5829710144927536,0.15810369821128073,0.023311118539594743,0.5374954710144927,0.6297101449275362,0.5454710144927537,0.6228260869565218
Claude-4,coherence,hi_IN,46,0.5817028985507247,0.1465616160529546,0.021609331368070597,0.540217391304348,0.6235507246376811,0.5467391304347826,0.6172101449275362
Mistral-Medium,coherence,hi_IN,46,0.5711956521739129,0.14347652754365423,0.021154459883348357,0.530072463768116,0.6123188405797102,0.5365942028985508,0.6052536231884058
Llama-3.1-8B,coherence,hi_IN,46,0.5507246376811594,0.15559350813757353,0.022941011204806745,0.5070652173913045,0.5956521739130434,0.5141304347826088,0.5884057971014492
AyaExpanse-32B,coherence,hi_IN,46,0.5358695652173914,0.1290978856921256,0.019034444801908305,0.4989130434782609,0.5733695652173914,0.5052536231884058,0.5670289855072463
AyaExpanse-8B,coherence,hi_IN,46,0.5221014492753623,0.15196467863753235,0.022405969484768078,0.47989130434782606,0.5659420289855072,0.48605072463768123,0.5586956521739129
Qwen2.5-7B,coherence,hi_IN,46,0.5117753623188406,0.12150771055852568,0.017915334532652073,0.47844202898550725,0.5465579710144927,0.48333333333333334,0.540942028985507
Mistral-7B,coherence,hi_IN,46,0.42826086956521736,0.11429437654082848,0.016851786454684138,0.39601449275362316,0.4617798913043478,0.4014492753623188,0.45652173913043476
Claude-4,coherence,id_ID,46,0.4920289855072464,0.12806678092205664,0.018882416697608692,0.4557971014492753,0.528804347826087,0.46195652173913043,0.522463768115942
GPT-4.1,coherence,id_ID,46,0.481340579710145,0.14665177515529662,0.021622624602485076,0.4403985507246377,0.5246376811594203,0.446376811594203,0.5175724637681158
