judge_model_name,criterion,locale,n_prompts,mean,std,se,ci95_low,ci95_high,ci90_low,ci90_high
Mistral-7B,coherence,ru_RU,46,0.5342391304347828,0.19116462639672616,0.028185686463553388,0.48152173913043467,0.5907608695652173,0.48985507246376814,0.5806159420289856
AyaExpanse-8B,coherence,ru_RU,46,0.532608695652174,0.18973524509523076,0.027974935688369677,0.4788043478260871,0.5878623188405797,0.4873097826086956,0.5782608695652174
Qwen2.5-7B,coherence,ru_RU,46,0.5181159420289855,0.142944178302491,0.02107596926987368,0.4789855072463768,0.5594202898550724,0.48460144927536225,0.5525452898550725
Llama-3.1-8B,coherence,ru_RU,46,0.48695652173913057,0.14696153202383727,0.021668295761115126,0.44637681159420295,0.5309782608695651,0.45307065217391296,0.5240942028985508
CommandA,coherence,zh_CN,46,0.7105072463768115,0.18472063309766493,0.02723557148609075,0.6559782608695652,0.7635914855072462,0.6646739130434782,0.7545289855072465
GPT-4.1,coherence,zh_CN,46,0.7019927536231884,0.19971572994090703,0.02944647789739049,0.6440217391304349,0.7588768115942028,0.6532608695652175,0.7494655797101449
Qwen3-235B,coherence,zh_CN,46,0.6943840579710144,0.19175967427609897,0.02827342148689394,0.6387681159420289,0.748731884057971,0.6472826086956522,0.739855072463768
CommandR7B,coherence,zh_CN,46,0.653804347826087,0.19394942163748732,0.028596282121342062,0.5992753623188406,0.7092391304347826,0.6072463768115942,0.7007246376811594
Mistral-Medium,coherence,zh_CN,46,0.6409420289855072,0.16142523101007455,0.023800851832881553,0.5940217391304349,0.6873188405797102,0.6018115942028985,0.679356884057971
AyaExpanse-8B,coherence,zh_CN,46,0.6387681159420291,0.21641878549216173,0.0319092090816314,0.5768115942028986,0.7025362318840579,0.5858695652173913,0.6913043478260869
Llama-4-Maverick,coherence,zh_CN,46,0.6195652173913043,0.18925795147201552,0.02790456258290256,0.5653985507246376,0.672463768115942,0.5737228260869565,0.6637681159420289
Claude-4,coherence,zh_CN,46,0.6186594202898551,0.16642746522401594,0.024538391030530026,0.5715579710144927,0.6663043478260868,0.5789855072463769,0.6586956521739129
DeepSeek-V3,coherence,zh_CN,46,0.5802536231884058,0.17363540892771373,0.025601144350057604,0.531159420289855,0.6302536231884058,0.5391304347826087,0.6224637681159421
Qwen2.5-7B,coherence,zh_CN,46,0.5793478260869566,0.18783808310431857,0.027695214413286862,0.5269927536231885,0.6331521739130433,0.535144927536232,0.6244655797101447
AyaExpanse-32B,coherence,zh_CN,46,0.5539855072463767,0.19063522087907453,0.02810762987843164,0.5019927536231884,0.6096014492753623,0.5097826086956523,0.6005434782608695
Mistral-7B,coherence,zh_CN,46,0.5335144927536233,0.20828139449183977,0.030709416234546674,0.4746376811594203,0.5954710144927536,0.48387681159420304,0.5851449275362319
Llama-3.1-8B,coherence,zh_CN,46,0.4784420289855073,0.15235371537764342,0.022463329822746177,0.4365942028985508,0.5233695652173913,0.4427536231884059,0.5159420289855072
Qwen3-235B,instruction_following,ar_EG,46,0.6719202898550725,0.16980706822355646,0.02503668630780924,0.6221014492753624,0.7188405797101448,0.6304347826086957,0.7117753623188404
DeepSeek-V3,instruction_following,ar_EG,46,0.6594202898550725,0.1971213254873491,0.029063953829700933,0.6016304347826088,0.7137726449275362,0.6114039855072464,0.704891304347826
AyaExpanse-32B,instruction_following,ar_EG,46,0.6233695652173914,0.19274350932385095,0.02841848005086824,0.5679302536231883,0.678623188405797,0.5766304347826087,0.6697463768115943
CommandA,instruction_following,ar_EG,46,0.6021739130434781,0.15648960426373196,0.02307313337055037,0.5576086956521739,0.6481929347826088,0.5644927536231885,0.6409420289855072
AyaExpanse-8B,instruction_following,ar_EG,46,0.5980072463768116,0.23573620420082805,0.03475740708390037,0.5307971014492754,0.6663043478260869,0.5420289855072464,0.6545289855072464
CommandR7B,instruction_following,ar_EG,46,0.5954710144927535,0.18457246662887303,0.02721372553209551,0.542572463768116,0.6492753623188405,0.5516304347826086,0.6405797101449275
Mistral-7B,instruction_following,ar_EG,46,0.5889492753623188,0.2515265390350875,0.03708556494020439,0.5161186594202899,0.6614130434782609,0.5280797101449276,0.6496376811594202
Llama-4-Maverick,instruction_following,ar_EG,46,0.5788043478260869,0.16722781941296314,0.024656396817765165,0.5317028985507247,0.6260869565217392,0.5389492753623187,0.6190217391304348
GPT-4.1,instruction_following,ar_EG,46,0.5630434782608696,0.17307719834267996,0.025518840689453853,0.5141304347826088,0.6119565217391304,0.5215579710144927,0.6039945652173913
Mistral-Medium,instruction_following,ar_EG,46,0.5403985507246376,0.12473388204969114,0.01839100756820067,0.5048913043478261,0.5764492753623189,0.5103260869565218,0.569927536231884
Qwen2.5-7B,instruction_following,ar_EG,46,0.5217391304347826,0.13517796067431465,0.019930902950850708,0.4847826086956521,0.5614130434782608,0.49021739130434777,0.5547101449275361
Claude-4,instruction_following,ar_EG,46,0.5099637681159419,0.14532445144896494,0.021426921398772766,0.46775362318840585,0.5514492753623188,0.47391304347826096,0.5451086956521738
Llama-3.1-8B,instruction_following,ar_EG,46,0.4697463768115942,0.11520725681838717,0.016986383308542616,0.43677536231884057,0.5032608695652174,0.4422101449275363,0.49765398550724643
DeepSeek-V3,instruction_following,bn_BD,46,0.49673913043478257,0.10691346248005425,0.015763530047352398,0.4661231884057971,0.5271739130434783,0.4710144927536233,0.5221014492753622
Claude-4,instruction_following,bn_BD,46,0.4952898550724638,0.09967001378488799,0.014695541802429449,0.4664855072463768,0.5233695652173914,0.47119565217391307,0.5192028985507247
Qwen3-235B,instruction_following,bn_BD,46,0.4929347826086957,0.09743575584133086,0.014366118440676768,0.46431159420289864,0.5211956521739131,0.4693840579710145,0.5166666666666666
Mistral-Medium,instruction_following,bn_BD,46,0.4907608695652173,0.1110448171795376,0.01637266506581395,0.45869565217391317,0.5230072463768117,0.46376811594202905,0.5175815217391303
GPT-4.1,instruction_following,bn_BD,46,0.48731884057971014,0.0969080500044393,0.014288312459811119,0.4596014492753624,0.5157653985507247,0.4641304347826086,0.5114130434782609
Llama-4-Maverick,instruction_following,bn_BD,46,0.47282608695652173,0.09029161915445426,0.013312772952525715,0.4469202898550725,0.4978306159420289,0.4509057971014493,0.4938405797101449
CommandA,instruction_following,bn_BD,46,0.4710144927536233,0.09814229922109859,0.014470292578698012,0.4429347826086957,0.49927536231884057,0.4476449275362319,0.4947463768115941
Qwen2.5-7B,instruction_following,bn_BD,46,0.468840579710145,0.11110326059222732,0.01638128207690529,0.43768115942028984,0.5009057971014493,0.4427536231884057,0.4958333333333334
AyaExpanse-32B,instruction_following,bn_BD,46,0.4300724637681158,0.08567953248375287,0.012632757871841576,0.4054347826086957,0.45452898550724635,0.4097826086956522,0.4509057971014493
Llama-3.1-8B,instruction_following,bn_BD,46,0.409963768115942,0.10188985164360047,0.015022839038664713,0.3809782608695652,0.4389492753623188,0.38568840579710156,0.4344202898550725
CommandR7B,instruction_following,bn_BD,46,0.3817028985507247,0.12482851898466764,0.01840496102301811,0.347463768115942,0.4192028985507247,0.352536231884058,0.4126811594202899
AyaExpanse-8B,instruction_following,bn_BD,46,0.35652173913043483,0.14584696278615214,0.021503961492440757,0.31702445652173905,0.40036231884057966,0.32264492753623186,0.3923913043478261
Mistral-7B,instruction_following,bn_BD,46,0.31684782608695644,0.09085480769661468,0.013395810572865872,0.29094202898550725,0.343659420289855,0.29474637681159416,0.3391304347826086
CommandA,instruction_following,cs_CZ,46,0.4923913043478261,0.15360710349359813,0.022648131818383842,0.45000000000000007,0.5380434782608695,0.45706521739130423,0.5300724637681159
Claude-4,instruction_following,cs_CZ,46,0.4909420289855072,0.12623251727083823,0.018611969276769225,0.45670289855072455,0.5278985507246376,0.4615942028985507,0.5215579710144926
GPT-4.1,instruction_following,cs_CZ,46,0.49039855072463767,0.17009408608564178,0.025079004782846494,0.44202898550724645,0.5418523550724638,0.45018115942028986,0.5331521739130435
Mistral-Medium,instruction_following,cs_CZ,46,0.4847826086956522,0.14108600331994864,0.02080199631556954,0.4461911231884057,0.5273596014492754,0.45235507246376805,0.5201086956521739
Qwen3-235B,instruction_following,cs_CZ,46,0.4782608695652173,0.15382447770415295,0.02268018189720567,0.43586956521739134,0.5242753623188405,0.44202898550724634,0.5164855072463768
DeepSeek-V3,instruction_following,cs_CZ,46,0.44927536231884063,0.15251822484660524,0.022487585420655914,0.4070652173913043,0.4942028985507245,0.4135869565217391,0.48677536231884055
Llama-4-Maverick,instruction_following,cs_CZ,46,0.42137681159420287,0.14365867656213274,0.021181316290944524,0.3824275362318841,0.4639492753623187,0.38840579710144923,0.45688405797101445
AyaExpanse-32B,instruction_following,cs_CZ,46,0.41431159420289854,0.14679353775553186,0.021643526357573366,0.37445652173913047,0.4588813405797101,0.3806068840579709,0.45108695652173914
CommandR7B,instruction_following,cs_CZ,46,0.40253623188405796,0.14010434344851733,0.02065725846384694,0.36485507246376814,0.4449275362318841,0.3706521739130434,0.43713768115942037
Mistral-7B,instruction_following,cs_CZ,46,0.3865942028985507,0.15423525262024892,0.022740747354374227,0.3440172101449274,0.43297554347826084,0.35054347826086957,0.4253623188405798
Llama-3.1-8B,instruction_following,cs_CZ,46,0.37554347826086953,0.10828919576525028,0.015966370854069104,0.34565217391304354,0.40742753623188405,0.35000000000000003,0.402355072463768
Qwen2.5-7B,instruction_following,cs_CZ,46,0.37518115942028984,0.0971426520485257,0.014322902644109153,0.3485507246376812,0.4036277173913044,0.3528985507246377,0.39909420289855074
AyaExpanse-8B,instruction_following,cs_CZ,46,0.3704710144927535,0.14496387929985863,0.021373757935773556,0.33115489130434783,0.41467391304347817,0.3371286231884058,0.407427536231884
Qwen3-235B,instruction_following,de_DE,46,0.5900362318840581,0.2632044900763472,0.038807384885608844,0.5155797101449275,0.667572463768116,0.5277173913043478,0.6550724637681159
DeepSeek-V3,instruction_following,de_DE,46,0.577536231884058,0.25548229363652986,0.03766880913670979,0.5057971014492754,0.6519927536231883,0.5168478260869565,0.6398641304347825
CommandA,instruction_following,de_DE,46,0.5702898550724639,0.2686652661363703,0.039612532390022485,0.4938405797101449,0.6483740942028986,0.5065217391304347,0.6360507246376812
AyaExpanse-32B,instruction_following,de_DE,46,0.5579710144927535,0.2728844355960099,0.04023461498850074,0.48242300724637677,0.637685688405797,0.4942028985507246,0.6253713768115942
Mistral-Medium,instruction_following,de_DE,46,0.5556159420289856,0.22471555647184485,0.03313250122464506,0.49274909420289853,0.6212047101449275,0.5019927536231885,0.6108786231884058
Claude-4,instruction_following,de_DE,46,0.5510869565217392,0.20587519214239292,0.03035464105323972,0.49239130434782613,0.611417572463768,0.5014402173913043,0.601268115942029
GPT-4.1,instruction_following,de_DE,46,0.5420289855072464,0.2417525806527849,0.03564447339694114,0.47590126811594197,0.6108695652173912,0.4865942028985507,0.6000090579710144
CommandR7B,instruction_following,de_DE,46,0.5355072463768117,0.2762928911042016,0.040737164336095456,0.457241847826087,0.6157608695652174,0.46920289855072467,0.6034510869565217
Mistral-7B,instruction_following,de_DE,46,0.5347826086956522,0.29450892558015423,0.04342297209261496,0.45289855072463775,0.622463768115942,0.4657608695652174,0.6079710144927536
AyaExpanse-8B,instruction_following,de_DE,46,0.525,0.26733134754965804,0.03941585682424625,0.4519882246376811,0.6029076086956521,0.4623188405797101,0.5895018115942029
Llama-4-Maverick,instruction_following,de_DE,46,0.5,0.2260776661041756,0.03333333333333333,0.43767663043478255,0.5655797101449275,0.44782608695652176,0.5545380434782609
Qwen2.5-7B,instruction_following,de_DE,46,0.4588768115942029,0.15824463572045505,0.023331898641643003,0.4150362318840579,0.5048913043478259,0.42173913043478267,0.49728260869565216
Llama-3.1-8B,instruction_following,de_DE,46,0.43061594202898557,0.15363953271150269,0.022652913245708263,0.38786231884057976,0.4771739130434782,0.3949275362318841,0.4688405797101449
CommandA,instruction_following,en_US,46,0.7538043478260869,0.2133775020952992,0.03146079630837658,0.691304347826087,0.8134057971014491,0.7023550724637682,0.8039855072463766
Qwen3-235B,instruction_following,en_US,46,0.7469202898550723,0.2083619143035977,0.03072128823310149,0.6873188405797102,0.8067028985507245,0.6971014492753624,0.7969293478260869
GPT-4.1,instruction_following,en_US,46,0.7380434782608696,0.22113380797742305,0.03260440122017265,0.6730072463768116,0.7989130434782608,0.6840579710144928,0.7894927536231885
Claude-4,instruction_following,en_US,46,0.730072463768116,0.20966226708030167,0.030913014790190173,0.6686548913043477,0.7887681159420289,0.6791666666666667,0.779891304347826
CommandR7B,instruction_following,en_US,46,0.7143115942028986,0.22558335244344666,0.03326045076024137,0.6490896739130435,0.7788043478260869,0.6596014492753622,0.768125
DeepSeek-V3,instruction_following,en_US,46,0.7085144927536232,0.2307963209425167,0.03402906103311811,0.6418432971014492,0.7744565217391302,0.6518115942028986,0.763768115942029
Mistral-Medium,instruction_following,en_US,46,0.6822463768115943,0.22446513034248147,0.03309557790625942,0.6179347826086957,0.7452898550724637,0.6284420289855073,0.7355072463768115
AyaExpanse-8B,instruction_following,en_US,46,0.663768115942029,0.22214038348117068,0.0327528126814628,0.6001811594202899,0.7271739130434783,0.6106884057971015,0.7170289855072464
AyaExpanse-32B,instruction_following,en_US,46,0.6481884057971015,0.23370943923180343,0.03445857689220116,0.5815217391304348,0.7148550724637681,0.592572463768116,0.7047101449275361
Llama-4-Maverick,instruction_following,en_US,46,0.6304347826086957,0.1839821632466437,0.027126690046694768,0.5786231884057971,0.6826086956521739,0.586413043478261,0.6742753623188406
Mistral-7B,instruction_following,en_US,46,0.6235507246376811,0.2296085258600198,0.03385393020264361,0.558876811594203,0.6891304347826087,0.5692028985507247,0.678088768115942
Llama-3.1-8B,instruction_following,en_US,46,0.5499999999999999,0.17823725345313898,0.026279649308807006,0.49945199275362323,0.6021784420289854,0.506875,0.5940217391304347
Qwen2.5-7B,instruction_following,en_US,46,0.5278985507246378,0.17652525255038268,0.026027228546765667,0.48043025362318836,0.5800724637681158,0.4875000000000001,0.5711956521739131
GPT-4.1,instruction_following,hi_IN,46,0.6532608695652173,0.14629665300920655,0.02157026469859163,0.6119565217391305,0.694927536231884,0.6184782608695653,0.6891304347826087
Qwen3-235B,instruction_following,hi_IN,46,0.6478260869565217,0.13944814938204173,0.020560507927068542,0.6077853260869566,0.6882246376811594,0.6143115942028986,0.6817028985507246
CommandA,instruction_following,hi_IN,46,0.6298913043478261,0.14199391491652943,0.020935860577385126,0.5889492753623188,0.6704710144927535,0.5956521739130435,0.6632246376811594
