judge_model_name,criterion,locale,n_prompts,mean,std,se,cv,min,q10,q25,median,q75,q90,max,iqr,range,unstable_count_abs_dev_gt_0.10,unstable_share_abs_dev_gt_0.10
Mistral-7B,coherence,bn_BD,46,0.3371376811594203,0.07910975579634798,0.011664097145549758,0.2346511832325851,0.18333333333333332,0.225,0.2791666666666667,0.3416666666666667,0.39166666666666666,0.4375,0.55,0.11249999999999999,0.3666666666666667,11,0.2391304347826087
CommandA,coherence,bn_BD,46,0.47119565217391307,0.07717437609955353,0.011378740977151913,0.16378414304864877,0.325,0.37916666666666665,0.4166666666666667,0.475,0.53125,0.5666666666666667,0.6333333333333333,0.11458333333333331,0.3083333333333333,6,0.13043478260869565
AyaExpanse-32B,coherence,cs_CZ,46,0.415036231884058,0.12772486301964472,0.0188320036532327,0.30774388645501477,0.19166666666666668,0.2875,0.325,0.3833333333333333,0.4916666666666667,0.5666666666666667,0.8833333333333333,0.16666666666666669,0.6916666666666667,21,0.45652173913043476
Mistral-Medium,coherence,cs_CZ,46,0.4936594202898551,0.12744140244612126,0.01879020967177961,0.2581565289917759,0.24166666666666667,0.35,0.41875,0.4875,0.5479166666666667,0.6583333333333333,0.8833333333333333,0.1291666666666667,0.6416666666666666,16,0.34782608695652173
GPT-4.1,coherence,cs_CZ,46,0.46992753623188405,0.1269718334283841,0.018720975497254714,0.27019449519070177,0.23333333333333334,0.3375,0.3770833333333333,0.4625,0.525,0.6291666666666667,0.775,0.1479166666666667,0.5416666666666667,20,0.43478260869565216
DeepSeek-V3,coherence,cs_CZ,46,0.43786231884057986,0.1256674344428252,0.01852865235921744,0.28700216720082533,0.24166666666666667,0.3041666666666667,0.35833333333333334,0.425,0.5041666666666667,0.5666666666666667,0.8666666666666667,0.14583333333333331,0.625,15,0.32608695652173914
AyaExpanse-8B,coherence,cs_CZ,46,0.35380434782608694,0.12329962654688884,0.018179538131241575,0.3484966403168594,0.13333333333333333,0.2375,0.28541666666666665,0.3458333333333333,0.4,0.48333333333333334,0.875,0.11458333333333337,0.7416666666666667,15,0.32608695652173914
Llama-4-Maverick,coherence,cs_CZ,46,0.4273550724637681,0.12056532274154293,0.017776387029459596,0.28211978869576815,0.2,0.2791666666666667,0.35833333333333334,0.4083333333333333,0.49375,0.5875,0.775,0.13541666666666669,0.575,16,0.34782608695652173
CommandR7B,coherence,cs_CZ,46,0.3463768115942029,0.11848649678121427,0.017469880863363155,0.3420739865231709,0.13333333333333333,0.225,0.26458333333333334,0.32916666666666666,0.4083333333333333,0.4666666666666667,0.7583333333333333,0.14375,0.625,17,0.3695652173913043
Qwen3-235B,coherence,cs_CZ,46,0.47771739130434776,0.11702398123738747,0.01725424471067439,0.24496487540021955,0.25833333333333336,0.3458333333333333,0.41041666666666665,0.4666666666666667,0.525,0.6208333333333333,0.8833333333333333,0.11458333333333337,0.625,15,0.32608695652173914
Llama-3.1-8B,coherence,cs_CZ,46,0.3519927536231884,0.11489642118292512,0.01694055309440744,0.3264170071691954,0.14166666666666666,0.22083333333333333,0.25833333333333336,0.3458333333333333,0.43125,0.5,0.5916666666666667,0.17291666666666666,0.45,17,0.3695652173913043
Claude-4,coherence,cs_CZ,46,0.5001811594202898,0.11380741164698532,0.01677998739815714,0.2275323840243966,0.2916666666666667,0.38333333333333336,0.43333333333333335,0.4875,0.5333333333333333,0.65,0.8833333333333333,0.09999999999999998,0.5916666666666666,20,0.43478260869565216
CommandA,coherence,cs_CZ,46,0.46503623188405796,0.11364634831458008,0.016756239905362482,0.24438170732235373,0.26666666666666666,0.3375,0.39166666666666666,0.4625,0.5229166666666667,0.6291666666666667,0.775,0.13125000000000003,0.5083333333333333,15,0.32608695652173914
Mistral-7B,coherence,cs_CZ,46,0.33677536231884053,0.1055493578144888,0.015562403787061408,0.3134117563937484,0.18333333333333332,0.22916666666666669,0.2625,0.325,0.375,0.4458333333333333,0.7583333333333333,0.11249999999999999,0.575,12,0.2608695652173913
Qwen2.5-7B,coherence,cs_CZ,46,0.3673913043478261,0.10233125355222376,0.015087920199522637,0.2785347729823842,0.15833333333333333,0.2791666666666667,0.30833333333333335,0.3458333333333333,0.4166666666666667,0.4708333333333333,0.7333333333333333,0.10833333333333334,0.575,9,0.1956521739130435
Mistral-7B,coherence,de_DE,46,0.573731884057971,0.2594983728826004,0.03826094771682352,0.45229902693778157,0.25,0.30833333333333335,0.36041666666666666,0.475,0.8479166666666667,1.0,1.0,0.4875,0.75,37,0.8043478260869565
CommandR7B,coherence,de_DE,46,0.5804347826086957,0.248800935546306,0.036683696630115836,0.42864580655917883,0.275,0.32916666666666666,0.36666666666666664,0.49583333333333335,0.7666666666666667,1.0,1.0,0.4000000000000001,0.725,35,0.7608695652173914
AyaExpanse-8B,coherence,de_DE,46,0.5409420289855074,0.24215994412782074,0.03570453586456648,0.44766339302932695,0.24166666666666667,0.29583333333333334,0.3520833333333333,0.475,0.6708333333333334,1.0,1.0,0.3187500000000001,0.7583333333333333,34,0.7391304347826086
CommandA,coherence,de_DE,46,0.6083333333333334,0.22396538533255644,0.03302189452441743,0.36816227725899686,0.2916666666666667,0.37083333333333335,0.425,0.5333333333333333,0.7791666666666667,1.0,1.0,0.3541666666666667,0.7083333333333333,36,0.782608695652174
Llama-4-Maverick,coherence,de_DE,46,0.581340579710145,0.22157673462942623,0.03266970719217714,0.3811478887985144,0.3,0.35833333333333334,0.4083333333333333,0.4875,0.7583333333333333,0.875,1.0,0.35,0.7,36,0.782608695652174
AyaExpanse-32B,coherence,de_DE,46,0.56268115942029,0.22113441481352958,0.03260449069327526,0.39300127809745106,0.24166666666666667,0.325,0.40208333333333335,0.5,0.7583333333333333,0.875,1.0,0.35624999999999996,0.7583333333333333,32,0.6956521739130435
Qwen3-235B,coherence,de_DE,46,0.588949275362319,0.21515895895069576,0.03172345779194179,0.36532680818450947,0.2833333333333333,0.32916666666666666,0.4375,0.5291666666666667,0.7583333333333333,0.9375,1.0,0.3208333333333333,0.7166666666666667,29,0.6304347826086957
Llama-3.1-8B,coherence,de_DE,46,0.5358695652173914,0.2134943660546824,0.03147802695915204,0.3984073362480888,0.23333333333333334,0.325,0.3770833333333333,0.4708333333333333,0.6583333333333333,0.875,1.0,0.28125,0.7666666666666666,33,0.717391304347826
DeepSeek-V3,coherence,de_DE,46,0.5556159420289856,0.20820406617619824,0.030698014796422323,0.3747265879662909,0.275,0.3208333333333333,0.41875,0.49583333333333335,0.7375,0.8291666666666666,1.0,0.31875000000000003,0.725,32,0.6956521739130435
GPT-4.1,coherence,de_DE,46,0.6090579710144928,0.20771260183181556,0.030625552332106155,0.3410391320974485,0.2916666666666667,0.3916666666666667,0.4583333333333333,0.5375,0.7791666666666667,0.875,1.0,0.32083333333333336,0.7083333333333333,35,0.7608695652173914
Mistral-Medium,coherence,de_DE,46,0.5728260869565218,0.18529618251589836,0.027320431618178903,0.32347720666912044,0.31666666666666665,0.37083333333333335,0.425,0.5375,0.675,0.875,1.0,0.25000000000000006,0.6833333333333333,33,0.717391304347826
Claude-4,coherence,de_DE,46,0.5559782608695653,0.1796572786961696,0.02648902060842877,0.323137236364567,0.2916666666666667,0.3875,0.42916666666666664,0.5083333333333333,0.6479166666666667,0.875,1.0,0.21875000000000006,0.7083333333333333,27,0.5869565217391305
Qwen2.5-7B,coherence,de_DE,46,0.5057971014492754,0.17006597816636726,0.025074860496245216,0.3362335958017003,0.23333333333333334,0.3125,0.3770833333333333,0.4666666666666667,0.5854166666666667,0.775,0.875,0.20833333333333337,0.6416666666666666,23,0.5
CommandR7B,coherence,en_US,46,0.6384057971014493,0.23421446237455087,0.03453303849227134,0.36687395922460864,0.2916666666666667,0.37083333333333335,0.4458333333333333,0.575,0.875,1.0,1.0,0.4291666666666667,0.7083333333333333,34,0.7391304347826086
CommandA,coherence,en_US,46,0.6655797101449277,0.2230374539192427,0.03288507850166087,0.3351025437218888,0.2916666666666667,0.4083333333333333,0.49166666666666664,0.6583333333333333,0.875,1.0,1.0,0.38333333333333336,0.7083333333333333,34,0.7391304347826086
Qwen3-235B,coherence,en_US,46,0.647463768115942,0.21030452321630855,0.031007710291235512,0.32481280586290523,0.2833333333333333,0.39583333333333337,0.48541666666666666,0.6583333333333333,0.8479166666666667,0.9375,1.0,0.3625,0.7166666666666667,34,0.7391304347826086
AyaExpanse-8B,coherence,en_US,46,0.5516304347826086,0.20760702702563813,0.03060998617616268,0.3763516549036199,0.26666666666666666,0.3208333333333333,0.3854166666666667,0.5041666666666667,0.6708333333333334,0.875,1.0,0.2854166666666667,0.7333333333333334,31,0.6739130434782609
Llama-4-Maverick,coherence,en_US,46,0.6206521739130435,0.20437150820390657,0.030132934951910592,0.32928509202731004,0.26666666666666666,0.41666666666666663,0.49166666666666664,0.5708333333333333,0.825,0.875,1.0,0.3333333333333333,0.7333333333333334,30,0.6521739130434783
DeepSeek-V3,coherence,en_US,46,0.5489130434782609,0.2033409887421377,0.0299809931466117,0.37044298939161724,0.23333333333333334,0.30000000000000004,0.41875,0.5041666666666667,0.6583333333333333,0.875,1.0,0.23958333333333331,0.7666666666666666,27,0.5869565217391305
Mistral-Medium,coherence,en_US,46,0.6182971014492754,0.20313605764939327,0.029950777705420498,0.3285411773292267,0.2916666666666667,0.3875,0.46875,0.5874999999999999,0.7375,0.875,1.0,0.26875000000000004,0.7083333333333333,29,0.6304347826086957
Claude-4,coherence,en_US,46,0.5699275362318841,0.20190052449859383,0.029768608280772407,0.3542564829091665,0.20833333333333334,0.3208333333333333,0.425,0.55,0.7583333333333333,0.875,1.0,0.3333333333333333,0.7916666666666666,28,0.6086956521739131
AyaExpanse-32B,coherence,en_US,46,0.5565217391304348,0.19840345044010158,0.02925299284076976,0.3565062000095575,0.18333333333333332,0.35416666666666663,0.4125,0.5,0.675,0.875,1.0,0.26250000000000007,0.8166666666666667,28,0.6086956521739131
GPT-4.1,coherence,en_US,46,0.6384057971014493,0.19791722815413193,0.02918130327580029,0.31001790562168224,0.26666666666666666,0.41666666666666663,0.48541666666666666,0.6583333333333333,0.8458333333333333,0.875,1.0,0.36041666666666666,0.7333333333333334,31,0.6739130434782609
Mistral-7B,coherence,en_US,46,0.5244565217391304,0.19153701068643258,0.02824059153166906,0.36521046597205803,0.21666666666666667,0.3208333333333333,0.40208333333333335,0.47916666666666663,0.61875,0.8208333333333333,1.0,0.21666666666666667,0.7833333333333333,26,0.5652173913043478
Qwen2.5-7B,coherence,en_US,46,0.5242753623188406,0.18522447248313578,0.027309858550672455,0.3532961603686625,0.24166666666666667,0.3125,0.375,0.5,0.64375,0.775,1.0,0.26875000000000004,0.7583333333333333,27,0.5869565217391305
Llama-3.1-8B,coherence,en_US,46,0.5541666666666668,0.18098453313630947,0.02668471359939827,0.32658863122341547,0.225,0.35416666666666663,0.425,0.5249999999999999,0.6583333333333333,0.8291666666666666,1.0,0.23333333333333334,0.775,28,0.6086956521739131
CommandA,coherence,hi_IN,46,0.6567028985507245,0.16149016295784843,0.02381042552627828,0.24591053780064098,0.325,0.4625,0.5208333333333334,0.6625,0.7666666666666667,0.875,0.9916666666666667,0.24583333333333335,0.6666666666666667,32,0.6956521739130435
CommandR7B,coherence,hi_IN,46,0.5829710144927536,0.15810369821128073,0.023311118539594743,0.2712033605115816,0.30833333333333335,0.39583333333333337,0.46041666666666664,0.5583333333333333,0.6729166666666667,0.7833333333333333,0.8833333333333333,0.21250000000000008,0.575,24,0.5217391304347826
Llama-4-Maverick,coherence,hi_IN,46,0.5971014492753622,0.15742152063281167,0.023210536942980253,0.26364283795300986,0.26666666666666666,0.4,0.46249999999999997,0.5875,0.7166666666666667,0.7791666666666667,0.9833333333333333,0.2541666666666667,0.7166666666666666,28,0.6086956521739131
Llama-3.1-8B,coherence,hi_IN,46,0.5507246376811594,0.15559350813757353,0.022941011204806745,0.28252505424980456,0.25,0.3875,0.44375,0.5291666666666667,0.6,0.7791666666666667,0.8916666666666667,0.15625,0.6416666666666667,23,0.5
AyaExpanse-8B,coherence,hi_IN,46,0.5221014492753623,0.15196467863753235,0.022405969484768078,0.2910635066201175,0.2916666666666667,0.3375,0.4083333333333333,0.5166666666666666,0.6145833333333334,0.7208333333333334,0.8833333333333333,0.20625000000000004,0.5916666666666666,28,0.6086956521739131
Claude-4,coherence,hi_IN,46,0.5817028985507247,0.1465616160529546,0.021609331368070597,0.25195270028412,0.31666666666666665,0.39583333333333337,0.4583333333333333,0.5791666666666666,0.6958333333333333,0.7833333333333333,0.85,0.2375,0.5333333333333333,27,0.5869565217391305
GPT-4.1,coherence,hi_IN,46,0.6860507246376812,0.1447971585457395,0.021349176301654612,0.21105896888631684,0.36666666666666664,0.4916666666666667,0.625,0.6833333333333333,0.7666666666666667,0.875,1.0,0.14166666666666672,0.6333333333333333,19,0.41304347826086957
Mistral-Medium,coherence,hi_IN,46,0.5711956521739129,0.14347652754365423,0.021154459883348357,0.2511863089251416,0.2916666666666667,0.425,0.4770833333333333,0.5375,0.675,0.7666666666666666,0.8666666666666667,0.19791666666666674,0.575,24,0.5217391304347826
DeepSeek-V3,coherence,hi_IN,46,0.6038043478260869,0.13878558960465204,0.020462818817420653,0.22985192157746154,0.38333333333333336,0.44166666666666665,0.48333333333333334,0.6,0.6979166666666666,0.7791666666666667,0.8916666666666667,0.2145833333333333,0.5083333333333333,24,0.5217391304347826
Qwen3-235B,coherence,hi_IN,46,0.6597826086956522,0.13766465279472745,0.02029754570143934,0.20865153306614373,0.36666666666666664,0.5041666666666667,0.5583333333333333,0.6708333333333334,0.7583333333333333,0.7833333333333333,1.0,0.19999999999999996,0.6333333333333333,23,0.5
AyaExpanse-32B,coherence,hi_IN,46,0.5358695652173914,0.1290978856921256,0.019034444801908305,0.24091289013540676,0.3,0.375,0.43333333333333335,0.5416666666666666,0.60625,0.6958333333333333,0.7916666666666666,0.1729166666666666,0.49166666666666664,23,0.5
Qwen2.5-7B,coherence,hi_IN,46,0.5117753623188406,0.12150771055852568,0.017915334532652073,0.23742391585241124,0.31666666666666665,0.38333333333333336,0.4354166666666667,0.49583333333333335,0.5625,0.6833333333333333,0.8833333333333333,0.12708333333333333,0.5666666666666667,16,0.34782608695652173
Mistral-7B,coherence,hi_IN,46,0.42826086956521736,0.11429437654082848,0.016851786454684138,0.26688027009533555,0.23333333333333334,0.30833333333333335,0.35833333333333334,0.4,0.475,0.6041666666666667,0.7666666666666667,0.11666666666666664,0.5333333333333334,16,0.34782608695652173
CommandA,coherence,id_ID,46,0.46503623188405796,0.1571998370913124,0.023177851487974258,0.3380378265461802,0.175,0.2875,0.36041666666666666,0.44166666666666665,0.575,0.6625,0.875,0.2145833333333333,0.7,27,0.5869565217391305
Llama-4-Maverick,coherence,id_ID,46,0.43297101449275355,0.1521548565631017,0.022434009690131505,0.3514204218528542,0.175,0.2666666666666667,0.3416666666666667,0.4083333333333333,0.49166666666666664,0.6625,0.7833333333333333,0.14999999999999997,0.6083333333333334,20,0.43478260869565216
Qwen3-235B,coherence,id_ID,46,0.4789855072463768,0.1512064561382388,0.02229417567627158,0.31568064972884957,0.2,0.3041666666666667,0.36666666666666664,0.45833333333333337,0.5666666666666667,0.6791666666666667,0.875,0.2,0.675,25,0.5434782608695652
GPT-4.1,coherence,id_ID,46,0.481340579710145,0.14665177515529662,0.021622624602485076,0.3046736164310264,0.25833333333333336,0.32499999999999996,0.36874999999999997,0.4458333333333333,0.58125,0.6833333333333333,0.875,0.21250000000000008,0.6166666666666667,25,0.5434782608695652
AyaExpanse-32B,coherence,id_ID,46,0.4105072463768116,0.13789012872807146,0.020330790314117435,0.3359018140242518,0.2,0.27083333333333337,0.3145833333333333,0.37916666666666665,0.48333333333333334,0.5916666666666666,0.775,0.16875,0.575,23,0.5
DeepSeek-V3,coherence,id_ID,46,0.4432971014492754,0.13728652974953867,0.020241794499989463,0.3096941741795886,0.225,0.30833333333333335,0.35,0.42083333333333334,0.5041666666666667,0.6625000000000001,0.7833333333333333,0.15416666666666667,0.5583333333333333,20,0.43478260869565216
AyaExpanse-8B,coherence,id_ID,46,0.3938405797101449,0.1360990332805615,0.020066707697676434,0.3455688425522997,0.15,0.24583333333333335,0.2875,0.3625,0.46458333333333335,0.65,0.675,0.17708333333333337,0.525,20,0.43478260869565216
Llama-3.1-8B,coherence,id_ID,46,0.3847826086956522,0.13408704041357106,0.019770055533597664,0.34847479429515643,0.15833333333333333,0.24166666666666667,0.3,0.3458333333333333,0.44583333333333336,0.5708333333333333,0.7833333333333333,0.14583333333333337,0.625,19,0.41304347826086957
Claude-4,coherence,id_ID,46,0.4920289855072464,0.12806678092205664,0.018882416697608692,0.260283000990336,0.2833333333333333,0.32916666666666666,0.4125,0.4708333333333333,0.5583333333333333,0.6458333333333334,0.8833333333333333,0.14583333333333337,0.6,16,0.34782608695652173
Mistral-Medium,coherence,id_ID,46,0.4639492753623188,0.12718527299231583,0.018752445444081653,0.27413616045200445,0.225,0.32916666666666666,0.36666666666666664,0.4375,0.5395833333333333,0.6041666666666666,0.875,0.17291666666666666,0.65,21,0.45652173913043476
CommandR7B,coherence,id_ID,46,0.3806159420289855,0.12399042112327639,0.01828139023488535,0.32576255335577614,0.18333333333333332,0.2375,0.2895833333333333,0.3625,0.48333333333333334,0.5541666666666667,0.6583333333333333,0.19375000000000003,0.475,23,0.5
Mistral-7B,coherence,id_ID,46,0.38858695652173914,0.11372425357318602,0.0167677264090861,0.29266101618833884,0.16666666666666666,0.24583333333333335,0.30833333333333335,0.38333333333333336,0.4666666666666667,0.5458333333333334,0.6583333333333333,0.15833333333333333,0.4916666666666667,21,0.45652173913043476
Qwen2.5-7B,coherence,id_ID,46,0.38913043478260867,0.10042916497012652,0.014807472538198327,0.2580861222695989,0.19166666666666668,0.26666666666666666,0.3208333333333333,0.37083333333333335,0.4479166666666667,0.5249999999999999,0.65,0.12708333333333338,0.45833333333333337,14,0.30434782608695654
Qwen3-235B,coherence,ja_JP,46,0.5777173913043478,0.23429072335209078,0.0345442825599781,0.4055455606470809,0.13333333333333333,0.3041666666666667,0.39166666666666666,0.5458333333333334,0.7729166666666667,0.8833333333333333,1.0,0.38125000000000003,0.8666666666666667,37,0.8043478260869565
GPT-4.1,coherence,ja_JP,46,0.542572463768116,0.22367737638480018,0.03297942992177013,0.41225346165078364,0.13333333333333333,0.26666666666666666,0.33541666666666664,0.5333333333333333,0.7583333333333333,0.8666666666666667,0.8833333333333333,0.42291666666666666,0.75,39,0.8478260869565217
CommandA,coherence,ja_JP,46,0.5570652173913043,0.2226521354713484,0.032828266395960766,0.39968773587051815,0.19166666666666668,0.2916666666666667,0.37083333333333335,0.4875,0.7666666666666667,0.875,1.0,0.39583333333333337,0.8083333333333333,41,0.8913043478260869
Llama-4-Maverick,coherence,ja_JP,46,0.5427536231884058,0.22231670696656453,0.03277881016106532,0.4096088859998118,0.225,0.30833333333333335,0.36874999999999997,0.4666666666666667,0.75625,0.8291666666666666,1.0,0.3875,0.775,38,0.8260869565217391
Llama-3.1-8B,coherence,ja_JP,46,0.4514492753623188,0.20533249419490998,0.030274624606261586,0.45482960190846833,0.14166666666666666,0.20416666666666666,0.32291666666666663,0.4291666666666667,0.5729166666666666,0.7083333333333333,1.0,0.25,0.8583333333333334,28,0.6086956521739131
AyaExpanse-8B,coherence,ja_JP,46,0.43315217391304334,0.2052887843270492,0.030268179937840922,0.47394148451916013,0.13333333333333333,0.19583333333333336,0.2833333333333333,0.4083333333333333,0.5583333333333333,0.7041666666666666,1.0,0.275,0.8666666666666667,30,0.6521739130434783
CommandR7B,coherence,ja_JP,46,0.4648550724637681,0.19809208049898003,0.029207083847562966,0.42613728930411915,0.16666666666666666,0.27083333333333337,0.325,0.4291666666666667,0.5645833333333333,0.7083333333333333,1.0,0.23958333333333331,0.8333333333333334,29,0.6304347826086957
Mistral-Medium,coherence,ja_JP,46,0.5512681159420291,0.18952480693117027,0.027943908273810953,0.34379787520869526,0.25,0.325,0.42083333333333334,0.5166666666666667,0.73125,0.8291666666666666,0.8833333333333333,0.3104166666666666,0.6333333333333333,35,0.7608695652173914
AyaExpanse-32B,coherence,ja_JP,46,0.47735507246376807,0.18736857981554272,0.027625989929968595,0.39251406473692446,0.20833333333333334,0.25833333333333336,0.32708333333333334,0.43333333333333335,0.63125,0.7666666666666667,1.0,0.30416666666666664,0.7916666666666666,27,0.5869565217391305
Qwen2.5-7B,coherence,ja_JP,46,0.5021739130434781,0.17903578150033095,0.02639738584612954,0.3565214696543388,0.18333333333333332,0.29583333333333334,0.3979166666666667,0.4708333333333333,0.5916666666666667,0.6666666666666666,1.0,0.19374999999999998,0.8166666666666667,23,0.5
DeepSeek-V3,coherence,ja_JP,46,0.5309782608695652,0.17229983057354886,0.025404224064921398,0.32449507497986685,0.275,0.3208333333333333,0.425,0.5041666666666667,0.6416666666666666,0.775,1.0,0.21666666666666662,0.725,27,0.5869565217391305
Mistral-7B,coherence,ja_JP,46,0.3815217391304348,0.1720062538652594,0.025360938540769682,0.45084260272375676,0.09166666666666666,0.21666666666666667,0.2520833333333333,0.3625,0.44583333333333336,0.5708333333333333,1.0,0.19375000000000003,0.9083333333333333,24,0.5217391304347826
Claude-4,coherence,ja_JP,46,0.5432971014492753,0.16489446274288155,0.024312362145921262,0.3035069804403822,0.26666666666666666,0.3375,0.425,0.5166666666666666,0.6625,0.7708333333333334,0.975,0.2375,0.7083333333333333,29,0.6304347826086957
AyaExpanse-32B,coherence,ru_RU,46,0.5396739130434781,0.1997698118437841,0.029454451838943265,0.37016762718284274,0.23333333333333334,0.32916666666666666,0.36874999999999997,0.5083333333333333,0.6875,0.7625,1.0,0.31875000000000003,0.7666666666666666,38,0.8260869565217391
Mistral-7B,coherence,ru_RU,46,0.5342391304347828,0.19116462639672616,0.028185686463553388,0.35782595378430926,0.25833333333333336,0.3041666666666667,0.3729166666666667,0.49583333333333335,0.65625,0.7708333333333333,1.0,0.2833333333333333,0.7416666666666667,31,0.6739130434782609
AyaExpanse-8B,coherence,ru_RU,46,0.532608695652174,0.18973524509523076,0.027974935688369677,0.35623760303594343,0.20833333333333334,0.32916666666666666,0.4083333333333333,0.4708333333333333,0.6645833333333333,0.7625,1.0,0.25625,0.7916666666666666,34,0.7391304347826086
CommandR7B,coherence,ru_RU,46,0.5628623188405798,0.18247870264485094,0.026905016874564626,0.3241977594462752,0.20833333333333334,0.33333333333333337,0.4583333333333333,0.5583333333333333,0.6583333333333333,0.7666666666666667,1.0,0.2,0.7916666666666666,24,0.5217391304347826
Llama-4-Maverick,coherence,ru_RU,46,0.6291666666666667,0.17883151253776056,0.02636726803070643,0.2842355166163082,0.20833333333333334,0.39166666666666666,0.4958333333333333,0.625,0.7666666666666667,0.875,1.0,0.2708333333333334,0.7916666666666666,29,0.6304347826086957
Qwen3-235B,coherence,ru_RU,46,0.628804347826087,0.17635460315724794,0.026002067666425235,0.28046021591126724,0.30833333333333335,0.41666666666666663,0.49166666666666664,0.6041666666666666,0.7583333333333333,0.875,1.0,0.26666666666666666,0.6916666666666667,29,0.6304347826086957
