judge_model_name,criterion,locale,n_prompts,mean,std,se,cv,min,q10,q25,median,q75,q90,max,iqr,range,unstable_count_abs_dev_gt_0.10,unstable_share_abs_dev_gt_0.10
GPT-4.1,instruction_following,en_US,46,0.7380434782608696,0.22113380797742305,0.03260440122017265,0.2996216544023994,0.2916666666666667,0.3833333333333333,0.5625,0.7666666666666667,0.875,1.0,1.0,0.3125,0.7083333333333333,35,0.7608695652173914
CommandA,instruction_following,en_US,46,0.7538043478260869,0.2133775020952992,0.03146079630837658,0.28306748655757075,0.2916666666666667,0.4875,0.5583333333333333,0.7916666666666667,0.875,1.0,1.0,0.31666666666666665,0.7083333333333333,37,0.8043478260869565
Claude-4,instruction_following,en_US,46,0.730072463768116,0.20966226708030167,0.030913014790190173,0.2871800779859219,0.2916666666666667,0.4666666666666667,0.5625,0.7458333333333333,0.875,1.0,1.0,0.3125,0.7083333333333333,31,0.6739130434782609
Qwen3-235B,instruction_following,en_US,46,0.7469202898550723,0.2083619143035977,0.03072128823310149,0.2789613793247295,0.325,0.4625,0.5625,0.7666666666666667,0.88125,1.0,1.0,0.31875,0.675,35,0.7608695652173914
Llama-4-Maverick,instruction_following,en_US,46,0.6304347826086957,0.1839821632466437,0.027126690046694768,0.2918337761843314,0.26666666666666666,0.41666666666666663,0.48541666666666666,0.5916666666666667,0.7666666666666667,0.875,1.0,0.28125000000000006,0.7333333333333334,31,0.6739130434782609
Llama-3.1-8B,instruction_following,en_US,46,0.5499999999999999,0.17823725345313898,0.026279649308807006,0.3240677335511618,0.20833333333333334,0.35416666666666663,0.4270833333333333,0.5583333333333333,0.65625,0.7708333333333334,1.0,0.22916666666666669,0.7916666666666666,26,0.5652173913043478
Qwen2.5-7B,instruction_following,en_US,46,0.5278985507246378,0.17652525255038268,0.026027228546765667,0.33439237957382023,0.30833333333333335,0.3458333333333333,0.3958333333333333,0.475,0.59375,0.7625,1.0,0.19791666666666669,0.6916666666666667,27,0.5869565217391305
AyaExpanse-8B,instruction_following,hi_IN,46,0.5302536231884057,0.1726281836821427,0.02545263708956201,0.32555776355498045,0.25,0.325,0.4083333333333333,0.5083333333333333,0.6583333333333333,0.7625,0.8833333333333333,0.25,0.6333333333333333,30,0.6521739130434783
AyaExpanse-32B,instruction_following,hi_IN,46,0.551268115942029,0.16880999062888585,0.024889675236812785,0.30622121205108443,0.19166666666666668,0.3416666666666667,0.4354166666666667,0.5541666666666667,0.6833333333333333,0.7791666666666667,0.8833333333333333,0.24791666666666667,0.6916666666666667,29,0.6304347826086957
Llama-3.1-8B,instruction_following,hi_IN,46,0.5159420289855072,0.1595308136859394,0.02352153523683734,0.3092029815822983,0.26666666666666666,0.3625,0.3958333333333333,0.4666666666666667,0.58125,0.7666666666666667,0.8833333333333333,0.18541666666666673,0.6166666666666667,23,0.5
Llama-4-Maverick,instruction_following,hi_IN,46,0.5748188405797101,0.1575711590224014,0.02323259991985723,0.27412316350572197,0.25833333333333336,0.39583333333333337,0.4458333333333333,0.55,0.7,0.7791666666666667,0.8833333333333333,0.25416666666666665,0.625,26,0.5652173913043478
Claude-4,instruction_following,hi_IN,46,0.6097826086956522,0.14850390055801468,0.021895705594906004,0.24353580840173533,0.3416666666666667,0.42500000000000004,0.5166666666666667,0.6166666666666667,0.6895833333333333,0.7875,0.9916666666666667,0.1729166666666666,0.65,20,0.43478260869565216
GPT-4.1,instruction_following,hi_IN,46,0.6532608695652173,0.14629665300920655,0.02157026469859163,0.22394828746833617,0.325,0.4875,0.56875,0.6541666666666667,0.7729166666666667,0.8625,0.9916666666666667,0.20416666666666672,0.6666666666666667,24,0.5217391304347826
CommandR7B,instruction_following,hi_IN,46,0.5240942028985507,0.1460089235061494,0.021527841297817412,0.2785928993273228,0.30833333333333335,0.3416666666666667,0.41875,0.5,0.65625,0.7208333333333334,0.8833333333333333,0.2375,0.575,25,0.5434782608695652
DeepSeek-V3,instruction_following,hi_IN,46,0.623731884057971,0.14242138172746946,0.02099888712018142,0.2283375042508369,0.325,0.47916666666666663,0.5208333333333334,0.5833333333333334,0.7666666666666667,0.7916666666666667,0.8833333333333333,0.24583333333333335,0.5583333333333333,27,0.5869565217391305
CommandA,instruction_following,hi_IN,46,0.6298913043478261,0.14199391491652943,0.020935860577385126,0.22542605991925294,0.3333333333333333,0.475,0.55,0.6041666666666667,0.725,0.8708333333333333,0.8916666666666667,0.17499999999999993,0.5583333333333333,21,0.45652173913043476
Mistral-7B,instruction_following,hi_IN,46,0.4956521739130434,0.14005884048369893,0.02065054941770327,0.2825748536074628,0.24166666666666667,0.3333333333333333,0.3875,0.48333333333333334,0.6291666666666667,0.6583333333333333,0.7666666666666667,0.24166666666666664,0.525,24,0.5217391304347826
Qwen3-235B,instruction_following,hi_IN,46,0.6478260869565217,0.13944814938204173,0.020560507927068542,0.2152555326031517,0.36666666666666664,0.4666666666666667,0.5604166666666667,0.6583333333333333,0.75625,0.7958333333333334,0.9916666666666667,0.1958333333333333,0.625,25,0.5434782608695652
Mistral-Medium,instruction_following,hi_IN,46,0.5717391304347825,0.13498374685962783,0.01990226768610098,0.23609324545790422,0.3,0.4083333333333333,0.45208333333333334,0.5625,0.6625,0.7416666666666667,0.875,0.21041666666666664,0.575,24,0.5217391304347826
Qwen2.5-7B,instruction_following,hi_IN,46,0.504891304347826,0.13163942623693428,0.01940917451148188,0.2607282500279431,0.26666666666666666,0.30833333333333335,0.425,0.5041666666666667,0.59375,0.6708333333333334,0.7833333333333333,0.16875,0.5166666666666666,20,0.43478260869565216
AyaExpanse-8B,instruction_following,id_ID,46,0.5322463768115943,0.23556871488172026,0.03473271213105606,0.4425933649241306,0.175,0.25,0.3416666666666667,0.5041666666666667,0.7583333333333333,0.875,1.0,0.41666666666666663,0.825,37,0.8043478260869565
Mistral-7B,instruction_following,id_ID,46,0.5139492753623189,0.235099495274821,0.0346635294743486,0.4574371568265815,0.175,0.2375,0.3020833333333333,0.475,0.7583333333333333,0.8208333333333333,1.0,0.45625,0.825,38,0.8260869565217391
DeepSeek-V3,instruction_following,id_ID,46,0.5561594202898551,0.21919771490124634,0.03231893986972321,0.39412748737943964,0.23333333333333334,0.2833333333333333,0.3520833333333333,0.5583333333333333,0.7416666666666667,0.875,1.0,0.3895833333333334,0.7666666666666666,38,0.8260869565217391
CommandR7B,instruction_following,id_ID,46,0.5255434782608697,0.20686073753687412,0.03049995179408148,0.39361298559239744,0.225,0.2625,0.35,0.5166666666666666,0.6583333333333333,0.7666666666666667,1.0,0.30833333333333335,0.775,34,0.7391304347826086
CommandA,instruction_following,id_ID,46,0.5666666666666667,0.20184335693983277,0.029760179384080074,0.35619415930558723,0.25833333333333336,0.30833333333333335,0.38333333333333336,0.5583333333333333,0.675,0.875,1.0,0.2916666666666667,0.7416666666666667,28,0.6086956521739131
Qwen3-235B,instruction_following,id_ID,46,0.5610507246376812,0.19443693912361282,0.028668162653156123,0.3465585740918123,0.20833333333333334,0.3208333333333333,0.4354166666666667,0.5333333333333333,0.7375,0.825,1.0,0.30208333333333337,0.7916666666666666,28,0.6086956521739131
GPT-4.1,instruction_following,id_ID,46,0.5965579710144927,0.186897807348939,0.027556578316588674,0.31329362179354486,0.275,0.3416666666666667,0.4666666666666667,0.5874999999999999,0.7583333333333333,0.875,1.0,0.29166666666666663,0.725,32,0.6956521739130435
Llama-4-Maverick,instruction_following,id_ID,46,0.5195652173913045,0.18562720997815133,0.02736923895475447,0.3572741279914209,0.225,0.2875,0.4041666666666667,0.5041666666666667,0.5729166666666666,0.8291666666666666,1.0,0.16874999999999996,0.775,24,0.5217391304347826
AyaExpanse-32B,instruction_following,id_ID,46,0.5240942028985508,0.18435094903496224,0.027181064544726578,0.351751551563426,0.20833333333333334,0.32916666666666666,0.36874999999999997,0.5125,0.6395833333333334,0.7625,1.0,0.2708333333333334,0.7916666666666666,31,0.6739130434782609
Claude-4,instruction_following,id_ID,46,0.5702898550724637,0.17055331317665479,0.025146714123464774,0.29906425944572257,0.30833333333333335,0.37916666666666665,0.4270833333333333,0.5583333333333333,0.6729166666666667,0.7833333333333333,0.9916666666666667,0.2458333333333334,0.6833333333333333,30,0.6521739130434783
Qwen2.5-7B,instruction_following,id_ID,46,0.4871376811594203,0.1686521231628674,0.024866398948809806,0.3462103829895976,0.18333333333333332,0.2875,0.3770833333333333,0.4708333333333333,0.59375,0.675,1.0,0.21666666666666667,0.8166666666666667,26,0.5652173913043478
Llama-3.1-8B,instruction_following,id_ID,46,0.4416666666666666,0.15447042147644677,0.022775421110558743,0.34974435051270975,0.16666666666666666,0.2625,0.32708333333333334,0.4458333333333333,0.5125000000000001,0.5791666666666666,1.0,0.18541666666666673,0.8333333333333334,23,0.5
Mistral-Medium,instruction_following,id_ID,46,0.5331521739130435,0.15114265531089607,0.02228476875748387,0.2834887724485716,0.275,0.35833333333333334,0.4125,0.5,0.6645833333333333,0.7583333333333333,0.875,0.2520833333333333,0.6,27,0.5869565217391305
GPT-4.1,instruction_following,ja_JP,46,0.4891304347826087,0.1908304590210303,0.028136416171997643,0.3901422717763286,0.16666666666666666,0.2791666666666667,0.34375,0.4291666666666667,0.6166666666666667,0.7583333333333333,1.0,0.2729166666666667,0.8333333333333334,28,0.6086956521739131
AyaExpanse-8B,instruction_following,ja_JP,46,0.3721014492753623,0.18231380990425147,0.026880704766334897,0.4899572690708219,0.15833333333333333,0.1875,0.23333333333333334,0.30833333333333335,0.4708333333333333,0.6583333333333333,0.875,0.2375,0.7166666666666667,28,0.6086956521739131
CommandA,instruction_following,ja_JP,46,0.4909420289855073,0.17614551089688624,0.025971238694540655,0.358790856144211,0.19166666666666668,0.29583333333333334,0.3625,0.43333333333333335,0.65625,0.7583333333333333,1.0,0.29375,0.8083333333333333,27,0.5869565217391305
Mistral-7B,instruction_following,ja_JP,46,0.37173913043478257,0.1728704490743796,0.025488357172902053,0.465031617393068,0.1,0.21250000000000002,0.24375,0.3208333333333333,0.47291666666666665,0.575,0.875,0.22916666666666666,0.775,29,0.6304347826086957
Qwen3-235B,instruction_following,ja_JP,46,0.4746376811594203,0.16679584365972014,0.024592705467695535,0.351417197328876,0.21666666666666667,0.2875,0.33958333333333335,0.43333333333333335,0.5958333333333333,0.7583333333333333,0.7833333333333333,0.25625,0.5666666666666667,28,0.6086956521739131
AyaExpanse-32B,instruction_following,ja_JP,46,0.40561594202898554,0.1644111673145557,0.02424110412256818,0.4053370449202088,0.11666666666666667,0.22916666666666669,0.31666666666666665,0.3833333333333333,0.48125,0.5874999999999999,0.875,0.16458333333333336,0.7583333333333333,18,0.391304347826087
DeepSeek-V3,instruction_following,ja_JP,46,0.46086956521739136,0.1591632204902998,0.023467336577003006,0.3453541576676316,0.23333333333333334,0.275,0.35833333333333334,0.4166666666666667,0.5708333333333333,0.6583333333333333,0.875,0.21249999999999997,0.6416666666666666,25,0.5434782608695652
CommandR7B,instruction_following,ja_JP,46,0.38478260869565223,0.14882569500355236,0.021943151597435862,0.3867786423821134,0.16666666666666666,0.24166666666666667,0.2833333333333333,0.35,0.42291666666666666,0.5583333333333333,0.875,0.13958333333333334,0.7083333333333334,22,0.4782608695652174
Mistral-Medium,instruction_following,ja_JP,46,0.5076086956521739,0.14840537250845057,0.021881178426542146,0.2923617616868833,0.3,0.3625,0.4083333333333333,0.48333333333333334,0.5583333333333333,0.6833333333333333,1.0,0.15000000000000002,0.7,21,0.45652173913043476
Llama-4-Maverick,instruction_following,ja_JP,46,0.4360507246376812,0.14609161623035238,0.021540033674833675,0.33503353618261117,0.14166666666666666,0.29583333333333334,0.34375,0.4125,0.4895833333333333,0.6708333333333334,0.7833333333333333,0.14583333333333331,0.6416666666666666,20,0.43478260869565216
Qwen2.5-7B,instruction_following,ja_JP,46,0.43351449275362325,0.14375357355123153,0.021195308088650458,0.33160038696314165,0.175,0.275,0.32916666666666666,0.4166666666666667,0.5020833333333333,0.6083333333333334,0.875,0.17291666666666666,0.7,20,0.43478260869565216
Claude-4,instruction_following,ja_JP,46,0.505072463768116,0.1339393434310219,0.01974827880157244,0.26518837006429014,0.2,0.35,0.4083333333333333,0.5,0.6,0.675,0.7833333333333333,0.19166666666666665,0.5833333333333333,20,0.43478260869565216
Llama-3.1-8B,instruction_following,ja_JP,46,0.37663043478260877,0.1313112827561517,0.019360792394775818,0.3486475617190751,0.125,0.21250000000000002,0.3020833333333333,0.35,0.43125,0.5666666666666667,0.6666666666666666,0.1291666666666667,0.5416666666666666,16,0.34782608695652173
Mistral-7B,instruction_following,ru_RU,46,0.6112318840579709,0.22514890402910526,0.03319639483618248,0.36835268234755814,0.2833333333333333,0.3458333333333333,0.4,0.575,0.7666666666666667,0.875,1.0,0.3666666666666667,0.7166666666666667,37,0.8043478260869565
AyaExpanse-32B,instruction_following,ru_RU,46,0.5639492753623189,0.21853224151074402,0.03222082117125851,0.3875033643235808,0.225,0.31666666666666665,0.41041666666666665,0.5458333333333334,0.7395833333333333,0.875,1.0,0.3291666666666666,0.775,31,0.6739130434782609
DeepSeek-V3,instruction_following,ru_RU,46,0.6402173913043478,0.21333119463501232,0.03145396864584731,0.33321680656063046,0.26666666666666666,0.4,0.48541666666666666,0.575,0.85,0.9958333333333333,1.0,0.3645833333333333,0.7333333333333334,34,0.7391304347826086
Qwen2.5-7B,instruction_following,ru_RU,46,0.5478260869565217,0.20194604754528533,0.029775320287826732,0.36863167409060027,0.20833333333333334,0.33333333333333337,0.41875,0.49583333333333335,0.6541666666666667,0.875,1.0,0.23541666666666666,0.7916666666666666,27,0.5869565217391305
CommandA,instruction_following,ru_RU,46,0.6503623188405796,0.19984528368909557,0.029465579555450608,0.3072829988757125,0.225,0.4,0.48541666666666666,0.6541666666666667,0.78125,0.875,1.0,0.29583333333333334,0.775,32,0.6956521739130435
Qwen3-235B,instruction_following,ru_RU,46,0.6514492753623188,0.19766620095368664,0.02914429133431855,0.30342531403346784,0.225,0.3666666666666667,0.4958333333333333,0.6583333333333333,0.7645833333333334,0.8791666666666667,1.0,0.2687500000000001,0.775,32,0.6956521739130435
AyaExpanse-8B,instruction_following,ru_RU,46,0.581340579710145,0.19670263938591384,0.029002221931890452,0.33836041427555136,0.225,0.35833333333333334,0.4,0.575,0.7583333333333333,0.875,1.0,0.3583333333333333,0.775,32,0.6956521739130435
CommandR7B,instruction_following,ru_RU,46,0.5958333333333333,0.19605483926697653,0.028906709015156958,0.3290430868816389,0.31666666666666665,0.35833333333333334,0.43333333333333335,0.5666666666666667,0.7333333333333333,0.875,1.0,0.29999999999999993,0.6833333333333333,28,0.6086956521739131
Llama-4-Maverick,instruction_following,ru_RU,46,0.5940217391304348,0.19500445581707393,0.02875183842459059,0.3282783153736652,0.26666666666666666,0.3833333333333333,0.43333333333333335,0.5625,0.7583333333333333,0.875,1.0,0.32499999999999996,0.7333333333333334,32,0.6956521739130435
GPT-4.1,instruction_following,ru_RU,46,0.666123188405797,0.19354874791824223,0.028537206004396708,0.2905599914355989,0.25833333333333336,0.4,0.5395833333333333,0.6666666666666666,0.7645833333333334,0.9333333333333333,1.0,0.2250000000000001,0.7416666666666667,26,0.5652173913043478
Mistral-Medium,instruction_following,ru_RU,46,0.5918478260869566,0.16125940618019416,0.023776402295584934,0.27246768353678347,0.20833333333333334,0.39166666666666666,0.5083333333333333,0.5708333333333333,0.6583333333333333,0.7666666666666667,1.0,0.15000000000000002,0.7916666666666666,20,0.43478260869565216
Claude-4,instruction_following,ru_RU,46,0.6342391304347827,0.15582544306494864,0.022975208144199576,0.24568878769452052,0.2,0.42500000000000004,0.5583333333333333,0.6541666666666667,0.7583333333333333,0.825,0.8833333333333333,0.19999999999999996,0.6833333333333333,26,0.5652173913043478
Llama-3.1-8B,instruction_following,ru_RU,46,0.4429347826086958,0.13462301491944487,0.019849080663192853,0.30393416865248896,0.19166666666666668,0.3041666666666667,0.35833333333333334,0.425,0.53125,0.6,0.875,0.17291666666666666,0.6833333333333333,17,0.3695652173913043
Qwen3-235B,instruction_following,zh_CN,46,0.6277173913043478,0.26021746809767965,0.038366972521996424,0.4145455768828836,0.21666666666666667,0.325,0.4125,0.5833333333333333,0.875,1.0,1.0,0.4625,0.7833333333333333,40,0.8695652173913043
CommandA,instruction_following,zh_CN,46,0.6445652173913043,0.2548251481820447,0.0375719183254222,0.395344243385297,0.2833333333333333,0.3625,0.425,0.5541666666666667,0.875,1.0,1.0,0.45,0.7166666666666667,41,0.8913043478260869
AyaExpanse-8B,instruction_following,zh_CN,46,0.5873188405797102,0.2535594697966616,0.03738530422841835,0.4317237116833967,0.15833333333333333,0.31666666666666665,0.38958333333333334,0.5,0.8479166666666667,1.0,1.0,0.4583333333333333,0.8416666666666667,37,0.8043478260869565
DeepSeek-V3,instruction_following,zh_CN,46,0.618840579710145,0.25289334832165017,0.037287089975105873,0.40865669869306465,0.23333333333333334,0.3583333333333333,0.425,0.5249999999999999,0.875,1.0,1.0,0.45,0.7666666666666666,39,0.8478260869565217
Mistral-7B,instruction_following,zh_CN,46,0.5378623188405797,0.2527363001485443,0.037263934485252594,0.4698903256382502,0.15833333333333333,0.2791666666666667,0.35833333333333334,0.4666666666666667,0.7583333333333333,0.9416666666666667,1.0,0.39999999999999997,0.8416666666666667,38,0.8260869565217391
GPT-4.1,instruction_following,zh_CN,46,0.6327898550724638,0.2518597626516421,0.03713469608206622,0.3980148553784897,0.24166666666666667,0.3458333333333333,0.43125,0.5375000000000001,0.875,1.0,1.0,0.44375,0.7583333333333333,40,0.8695652173913043
CommandR7B,instruction_following,zh_CN,46,0.5739130434782609,0.23666672336757388,0.034894604650084995,0.41237383617077267,0.23333333333333334,0.325,0.35833333333333334,0.5041666666666667,0.74375,0.9416666666666667,1.0,0.3854166666666667,0.7666666666666666,32,0.6956521739130435
Claude-4,instruction_following,zh_CN,46,0.6105072463768115,0.23015986649251866,0.033935220944006916,0.37699776351296826,0.25,0.3208333333333333,0.41875,0.6083333333333333,0.7729166666666667,0.8833333333333333,1.0,0.3541666666666667,0.75,38,0.8260869565217391
Mistral-Medium,instruction_following,zh_CN,46,0.5869565217391304,0.2301345029013632,0.03393148128651184,0.39208100494306325,0.25,0.325,0.38333333333333336,0.5249999999999999,0.7666666666666667,0.875,1.0,0.38333333333333336,0.75,36,0.782608695652174
AyaExpanse-32B,instruction_following,zh_CN,46,0.5445652173913045,0.22931875351549924,0.0338112056013279,0.421104297872773,0.2,0.29583333333333334,0.3625,0.48333333333333334,0.7354166666666666,0.875,1.0,0.3729166666666666,0.8,34,0.7391304347826086
Llama-4-Maverick,instruction_following,zh_CN,46,0.5168478260869565,0.2258761345967171,0.03330361913364681,0.4370263802922813,0.25,0.29583333333333334,0.3520833333333333,0.4375,0.6437499999999999,0.8791666666666667,1.0,0.29166666666666663,0.75,34,0.7391304347826086
Qwen2.5-7B,instruction_following,zh_CN,46,0.5307971014492753,0.20821752014447634,0.03069999847582329,0.39227328027218755,0.20833333333333334,0.29583333333333334,0.38333333333333336,0.49583333333333335,0.675,0.875,0.8833333333333333,0.2916666666666667,0.6749999999999999,30,0.6521739130434783
Llama-3.1-8B,instruction_following,zh_CN,46,0.41721014492753616,0.16947997964282277,0.024988459727629933,0.40622209623464256,0.18333333333333332,0.24166666666666667,0.30833333333333335,0.38333333333333336,0.4895833333333333,0.5833333333333334,0.875,0.18124999999999997,0.6916666666666667,23,0.5
AyaExpanse-8B,naturalness,ar_EG,46,0.39927536231884064,0.23003506232314663,0.03391681957313841,0.5761313720616013,0.15,0.2,0.23333333333333334,0.325,0.4395833333333333,0.7666666666666667,1.0,0.20625,0.85,30,0.6521739130434783
Mistral-7B,naturalness,ar_EG,46,0.39999999999999997,0.21802282132218162,0.03214571126215207,0.5450570533054541,0.15,0.2,0.2604166666666667,0.3416666666666667,0.4479166666666667,0.8208333333333333,1.0,0.1875,0.85,27,0.5869565217391305
CommandR7B,naturalness,ar_EG,46,0.4039855072463769,0.1980283924838481,0.029197693562028292,0.4901868728748167,0.15,0.23333333333333334,0.25833333333333336,0.3375,0.49375,0.675,1.0,0.23541666666666666,0.85,28,0.6086956521739131
Claude-4,naturalness,ar_EG,46,0.5583333333333333,0.16369574306101028,0.024135620571144784,0.2931864054824065,0.20833333333333334,0.3416666666666667,0.4395833333333333,0.5583333333333333,0.6916666666666667,0.7416666666666667,0.9,0.2520833333333333,0.6916666666666667,28,0.6086956521739131
GPT-4.1,naturalness,ar_EG,46,0.5547101449275363,0.1591417197234017,0.02346416646187272,0.28689166978222636,0.275,0.35,0.45,0.5375,0.6645833333333333,0.7791666666666667,0.875,0.2145833333333333,0.6,29,0.6304347826086957
DeepSeek-V3,naturalness,ar_EG,46,0.46594202898550724,0.1541786890903503,0.022732407516878946,0.3308967199761795,0.25,0.29583333333333334,0.32916666666666666,0.4375,0.575,0.6583333333333333,0.875,0.2458333333333333,0.625,28,0.6086956521739131
Llama-4-Maverick,naturalness,ar_EG,46,0.4938405797101449,0.14453453155049373,0.02131045406373649,0.2926744732790629,0.275,0.3375,0.3854166666666667,0.44999999999999996,0.6145833333333334,0.675,0.875,0.22916666666666669,0.6,26,0.5652173913043478
AyaExpanse-32B,naturalness,ar_EG,46,0.4527173913043478,0.13649101571104819,0.020124502354005744,0.301492759793912,0.23333333333333334,0.2916666666666667,0.33541666666666664,0.45416666666666666,0.53125,0.6666666666666666,0.7666666666666667,0.19583333333333336,0.5333333333333334,24,0.5217391304347826
Qwen2.5-7B,naturalness,ar_EG,46,0.4166666666666667,0.1340374924516124,0.01976275008516299,0.3216899818838697,0.15,0.2625,0.31666666666666665,0.4,0.5083333333333334,0.5916666666666667,0.7666666666666667,0.19166666666666676,0.6166666666666667,25,0.5434782608695652
Qwen3-235B,naturalness,ar_EG,46,0.49166666666666675,0.13296244712579192,0.01960424329936884,0.27043209584906824,0.2833333333333333,0.3208333333333333,0.3854166666666667,0.47916666666666663,0.5979166666666667,0.675,0.7666666666666667,0.21249999999999997,0.4833333333333334,25,0.5434782608695652
CommandA,naturalness,ar_EG,46,0.5317028985507246,0.13021373177214832,0.019198967330714627,0.24489942057317163,0.30833333333333335,0.375,0.42291666666666666,0.5125,0.6333333333333333,0.6875,0.8916666666666667,0.21041666666666664,0.5833333333333334,24,0.5217391304347826
Llama-3.1-8B,naturalness,ar_EG,46,0.3416666666666667,0.12897985295826553,0.019017041824737665,0.3775020086583381,0.16666666666666666,0.24166666666666667,0.2604166666666667,0.30833333333333335,0.375,0.49166666666666664,0.875,0.11458333333333331,0.7083333333333334,10,0.21739130434782608
Mistral-Medium,naturalness,ar_EG,46,0.5085144927536233,0.12248065015273128,0.018058786649642302,0.2408597038984954,0.275,0.37083333333333335,0.41041666666666665,0.5,0.63125,0.6666666666666666,0.7833333333333333,0.22083333333333333,0.5083333333333333,25,0.5434782608695652
AyaExpanse-8B,naturalness,bn_BD,46,0.3204710144927536,0.148892065904528,0.02195293745290747,0.4646038461237957,0.1,0.17916666666666664,0.22083333333333333,0.2791666666666667,0.4041666666666667,0.4875,0.875,0.18333333333333335,0.775,20,0.43478260869565216
Claude-4,naturalness,bn_BD,46,0.5293478260869564,0.1311598206415541,0.019338460524316193,0.2477762525466731,0.25833333333333336,0.36666666666666664,0.4125,0.55,0.65,0.675,0.7666666666666667,0.23750000000000004,0.5083333333333333,27,0.5869565217391305
CommandR7B,naturalness,bn_BD,46,0.37010869565217397,0.124320077822795,0.01832999546352194,0.33590153185600996,0.125,0.26666666666666666,0.28541666666666665,0.3625,0.43333333333333335,0.5041666666666667,0.7583333333333333,0.1479166666666667,0.6333333333333333,12,0.2608695652173913
Mistral-Medium,naturalness,bn_BD,46,0.5139492753623187,0.11846568430346367,0.017466812230931175,0.23050073223655962,0.26666666666666666,0.3625,0.42083333333333334,0.525,0.6,0.6333333333333333,0.8083333333333333,0.17916666666666664,0.5416666666666667,22,0.4782608695652174
AyaExpanse-32B,naturalness,bn_BD,46,0.4340579710144926,0.11450141633385327,0.016882312806769616,0.2637929124218991,0.2,0.3041666666666667,0.3520833333333333,0.4166666666666667,0.5229166666666667,0.5666666666666667,0.7583333333333333,0.1708333333333334,0.5583333333333333,16,0.34782608695652173
Llama-4-Maverick,naturalness,bn_BD,46,0.5079710144927535,0.11394925936166232,0.01680090170268522,0.22432236507716696,0.2833333333333333,0.375,0.39375,0.5208333333333334,0.5979166666666667,0.6291666666666667,0.75,0.20416666666666666,0.4666666666666667,24,0.5217391304347826
DeepSeek-V3,naturalness,bn_BD,46,0.4844202898550725,0.11102230750780925,0.01636934619578192,0.22918591527416118,0.25833333333333336,0.375,0.40208333333333335,0.4666666666666667,0.5416666666666666,0.6291666666666667,0.7833333333333333,0.13958333333333328,0.5249999999999999,17,0.3695652173913043
Qwen3-235B,naturalness,bn_BD,46,0.5235507246376812,0.11072578111894943,0.01632562576495688,0.21149007327910063,0.25,0.3875,0.44166666666666665,0.5291666666666667,0.5916666666666667,0.6291666666666667,0.775,0.15000000000000002,0.525,13,0.2826086956521739
GPT-4.1,naturalness,bn_BD,46,0.5186594202898551,0.10337192801664624,0.015241359278277538,0.1993059876534709,0.35,0.38333333333333336,0.45,0.5125,0.5645833333333333,0.6666666666666666,0.775,0.11458333333333331,0.42500000000000004,15,0.32608695652173914
Qwen2.5-7B,naturalness,bn_BD,46,0.4393115942028985,0.1015871432074766,0.01497820711469802,0.2312416620640292,0.275,0.325,0.3520833333333333,0.4291666666666667,0.5145833333333334,0.5375,0.7916666666666666,0.1625000000000001,0.5166666666666666,11,0.2391304347826087
CommandA,naturalness,bn_BD,46,0.48333333333333334,0.10125752524999358,0.014929607598262944,0.209498328103435,0.2833333333333333,0.35416666666666663,0.41875,0.4708333333333333,0.5416666666666666,0.5916666666666667,0.775,0.12291666666666662,0.4916666666666667,12,0.2608695652173913
Llama-3.1-8B,naturalness,bn_BD,46,0.40090579710144936,0.09357818842210429,0.013797351154386604,0.2334169001762384,0.21666666666666667,0.2875,0.34375,0.39166666666666666,0.45625,0.5125,0.675,0.11249999999999999,0.45833333333333337,13,0.2826086956521739
Mistral-7B,naturalness,bn_BD,46,0.33496376811594203,0.09017506233962311,0.013295587587743825,0.2692084067683719,0.10833333333333334,0.20833333333333334,0.31666666666666665,0.35,0.375,0.42500000000000004,0.5833333333333334,0.05833333333333335,0.47500000000000003,10,0.21739130434782608
AyaExpanse-32B,naturalness,cs_CZ,46,0.45615942028985507,0.13168465398242607,0.019415842978749664,0.2886812112720381,0.25833333333333336,0.3125,0.3625,0.44166666666666665,0.5229166666666667,0.5833333333333333,0.8666666666666667,0.1604166666666667,0.6083333333333334,17,0.3695652173913043
GPT-4.1,naturalness,cs_CZ,46,0.5097826086956522,0.13012700761400126,0.019186180551191537,0.2552598017161645,0.24166666666666667,0.325,0.4375,0.5166666666666667,0.5875,0.6791666666666667,0.8666666666666667,0.15000000000000002,0.625,19,0.41304347826086957
CommandA,naturalness,cs_CZ,46,0.509963768115942,0.1265840320759174,0.018663797307247505,0.2482216188486906,0.16666666666666666,0.35416666666666663,0.4354166666666667,0.5166666666666667,0.5916666666666667,0.6625,0.7916666666666666,0.15625,0.625,18,0.391304347826087
Claude-4,naturalness,cs_CZ,46,0.5452898550724637,0.12417197569948836,0.018308158996750916,0.22771737736251688,0.25833333333333336,0.37083333333333335,0.4708333333333333,0.5541666666666667,0.6291666666666667,0.7166666666666667,0.7416666666666667,0.15833333333333333,0.48333333333333334,19,0.41304347826086957
Mistral-Medium,naturalness,cs_CZ,46,0.5268115942028985,0.12219586891996695,0.018016797947607324,0.23195364389209686,0.35,0.37916666666666665,0.44375,0.5166666666666667,0.5916666666666667,0.6708333333333334,0.8833333333333333,0.1479166666666667,0.5333333333333333,16,0.34782608695652173
