judge_model_name,criterion,locale,original_instance_id_with_locale,original_instance_id,acc_eq_prompt,group_mean,abs_deviation_from_group_mean,is_unstable_abs_dev_gt_threshold
Claude-4,coherence,ru_RU,b9b10ffcbee1477b164fd32d4ef7fb40_with_ru_RU,b9b10ffcbee1477b164fd32d4ef7fb40,0.575,0.6043478260869566,0.02934782608695663,False
Claude-4,coherence,ru_RU,c145f96bc4b6c5d0d18e06e89cb629bd_with_ru_RU,c145f96bc4b6c5d0d18e06e89cb629bd,0.65,0.6043478260869566,0.04565217391304344,False
Claude-4,coherence,ru_RU,c78e58efb81dc261314dbe9683046b8a_with_ru_RU,c78e58efb81dc261314dbe9683046b8a,0.775,0.6043478260869566,0.17065217391304344,True
Claude-4,coherence,ru_RU,cb75a2b7d6041b0ce85ec4218fe2f5e0_with_ru_RU,cb75a2b7d6041b0ce85ec4218fe2f5e0,0.7666666666666667,0.6043478260869566,0.16231884057971013,True
Claude-4,coherence,ru_RU,d48c3ed115b970b0947d892881d35aa9_with_ru_RU,d48c3ed115b970b0947d892881d35aa9,0.4583333333333333,0.6043478260869566,0.14601449275362327,True
Claude-4,coherence,ru_RU,df85068ad8d348d04f95ee17882f0da4_with_ru_RU,df85068ad8d348d04f95ee17882f0da4,0.675,0.6043478260869566,0.07065217391304346,False
Claude-4,coherence,ru_RU,dff06d843446af8648fc9ff9afacb718_with_ru_RU,dff06d843446af8648fc9ff9afacb718,0.675,0.6043478260869566,0.07065217391304346,False
Claude-4,coherence,ru_RU,e164924261a2ff3dddb8d1e0b4e5fdb6_with_ru_RU,e164924261a2ff3dddb8d1e0b4e5fdb6,0.875,0.6043478260869566,0.2706521739130434,True
Claude-4,coherence,ru_RU,e4c27cfc2c87eba9a17d237c0988dcbd_with_ru_RU,e4c27cfc2c87eba9a17d237c0988dcbd,0.875,0.6043478260869566,0.2706521739130434,True
Claude-4,coherence,ru_RU,e91353a8c4dde03994b2cbfb5521172e_with_ru_RU,e91353a8c4dde03994b2cbfb5521172e,0.6583333333333333,0.6043478260869566,0.05398550724637674,False
Claude-4,coherence,ru_RU,f188e8e224ad837ca63d8472c69cf931_with_ru_RU,f188e8e224ad837ca63d8472c69cf931,0.5333333333333333,0.6043478260869566,0.07101449275362326,False
Claude-4,coherence,ru_RU,f41fcb5561abc3e4c98c32d80bd0ac2e_with_ru_RU,f41fcb5561abc3e4c98c32d80bd0ac2e,0.675,0.6043478260869566,0.07065217391304346,False
Claude-4,coherence,ru_RU,fb2c387e7e5272a43305940219116463_with_ru_RU,fb2c387e7e5272a43305940219116463,0.5333333333333333,0.6043478260869566,0.07101449275362326,False
Claude-4,coherence,ru_RU,fd3d2779b04a00f64e86ebda4403eb34_with_ru_RU,fd3d2779b04a00f64e86ebda4403eb34,0.4666666666666667,0.6043478260869566,0.1376811594202899,True
Claude-4,coherence,ru_RU,fdefc09bc79c168c6ee59c351ac5db78_with_ru_RU,fdefc09bc79c168c6ee59c351ac5db78,0.5666666666666667,0.6043478260869566,0.037681159420289934,False
Claude-4,coherence,zh_CN,0a3da1ceeb83f664b813bb28f001d766_with_zh_CN,0a3da1ceeb83f664b813bb28f001d766,0.7583333333333333,0.6186594202898551,0.1396739130434782,True
Claude-4,coherence,zh_CN,104373856e995a074579797ebe34fcb2_with_zh_CN,104373856e995a074579797ebe34fcb2,0.8833333333333333,0.6186594202898551,0.2646739130434782,True
Claude-4,coherence,zh_CN,12f396cdef01341d9b307c7048b8d77a_with_zh_CN,12f396cdef01341d9b307c7048b8d77a,0.43333333333333335,0.6186594202898551,0.18532608695652175,True
Claude-4,coherence,zh_CN,13ae1b97872d056d111cbf8dfd1617c2_with_zh_CN,13ae1b97872d056d111cbf8dfd1617c2,0.675,0.6186594202898551,0.056340579710144945,False
Claude-4,coherence,zh_CN,14e076d13751e87d8c09f7f13125e755_with_zh_CN,14e076d13751e87d8c09f7f13125e755,0.75,0.6186594202898551,0.1313405797101449,True
Claude-4,coherence,zh_CN,169c53c4e9f905b5a1579bb2c89f80b4_with_zh_CN,169c53c4e9f905b5a1579bb2c89f80b4,0.4583333333333333,0.6186594202898551,0.16032608695652178,True
Claude-4,coherence,zh_CN,170d490a7ae53347e8fe3eabe4e28001_with_zh_CN,170d490a7ae53347e8fe3eabe4e28001,0.875,0.6186594202898551,0.2563405797101449,True
Claude-4,coherence,zh_CN,177682e7e6b3b0b5e4ad47b2fcaa4451_with_zh_CN,177682e7e6b3b0b5e4ad47b2fcaa4451,0.475,0.6186594202898551,0.14365942028985512,True
Claude-4,coherence,zh_CN,22645d3694ea307a2d88a0b1669a4550_with_zh_CN,22645d3694ea307a2d88a0b1669a4550,0.43333333333333335,0.6186594202898551,0.18532608695652175,True
Claude-4,coherence,zh_CN,24223944994a18d516282ccef47ac54d_with_zh_CN,24223944994a18d516282ccef47ac54d,0.4666666666666667,0.6186594202898551,0.15199275362318843,True
Claude-4,coherence,zh_CN,25206396b6f90a56a632de9594cfa279_with_zh_CN,25206396b6f90a56a632de9594cfa279,0.6583333333333333,0.6186594202898551,0.039673913043478226,False
Claude-4,coherence,zh_CN,34ff7b0c7d176187b5f56965bc072870_with_zh_CN,34ff7b0c7d176187b5f56965bc072870,0.5583333333333333,0.6186594202898551,0.06032608695652175,False
Claude-4,coherence,zh_CN,362fcdcfe450161abe0dfc24f108c8a9_with_zh_CN,362fcdcfe450161abe0dfc24f108c8a9,0.3333333333333333,0.6186594202898551,0.2853260869565218,True
Claude-4,coherence,zh_CN,38b0d67f9db7712c2c589f4ced8943f1_with_zh_CN,38b0d67f9db7712c2c589f4ced8943f1,0.43333333333333335,0.6186594202898551,0.18532608695652175,True
Claude-4,coherence,zh_CN,44ea53138d50a0f07b1fb8d5fa927a6d_with_zh_CN,44ea53138d50a0f07b1fb8d5fa927a6d,0.3,0.6186594202898551,0.3186594202898551,True
Claude-4,coherence,zh_CN,453dbf627af720e73ca10e171bd55725_with_zh_CN,453dbf627af720e73ca10e171bd55725,0.675,0.6186594202898551,0.056340579710144945,False
Claude-4,coherence,zh_CN,619fdd90dcf02a109782351e726f434d_with_zh_CN,619fdd90dcf02a109782351e726f434d,0.4583333333333333,0.6186594202898551,0.16032608695652178,True
Claude-4,coherence,zh_CN,63d411be4c5a409e108fbdce6e3f8689_with_zh_CN,63d411be4c5a409e108fbdce6e3f8689,0.7583333333333333,0.6186594202898551,0.1396739130434782,True
Claude-4,coherence,zh_CN,6caeb46fd20a0b0f5a9f74da715d8b77_with_zh_CN,6caeb46fd20a0b0f5a9f74da715d8b77,0.5666666666666667,0.6186594202898551,0.05199275362318845,False
Claude-4,coherence,zh_CN,729ece24c8d479efaf9f43a78bcdf42f_with_zh_CN,729ece24c8d479efaf9f43a78bcdf42f,0.39166666666666666,0.6186594202898551,0.22699275362318844,True
Claude-4,coherence,zh_CN,7a80c8edbaf9cffb15d2a71bb2427672_with_zh_CN,7a80c8edbaf9cffb15d2a71bb2427672,0.65,0.6186594202898551,0.03134057971014492,False
Claude-4,coherence,zh_CN,7ce9fab7d8a5d11cac47de7ded5fb87c_with_zh_CN,7ce9fab7d8a5d11cac47de7ded5fb87c,0.5333333333333333,0.6186594202898551,0.08532608695652177,False
Claude-4,coherence,zh_CN,9071b005524e4661f6718fe829648c22_with_zh_CN,9071b005524e4661f6718fe829648c22,0.875,0.6186594202898551,0.2563405797101449,True
Claude-4,coherence,zh_CN,941c034555e30f65555a5ce841836317_with_zh_CN,941c034555e30f65555a5ce841836317,0.65,0.6186594202898551,0.03134057971014492,False
Claude-4,coherence,zh_CN,95641032115fac92e1ea4efa811faae8_with_zh_CN,95641032115fac92e1ea4efa811faae8,0.6666666666666666,0.6186594202898551,0.04800724637681153,False
Claude-4,coherence,zh_CN,9721721aee5763207020928a6be3d9b1_with_zh_CN,9721721aee5763207020928a6be3d9b1,0.7583333333333333,0.6186594202898551,0.1396739130434782,True
Claude-4,coherence,zh_CN,a87d8ce85c5e14f8054f86aaa36f49ad_with_zh_CN,a87d8ce85c5e14f8054f86aaa36f49ad,0.5166666666666667,0.6186594202898551,0.10199275362318838,True
Claude-4,coherence,zh_CN,a8de3aee209e73291020dfca4bc9547d_with_zh_CN,a8de3aee209e73291020dfca4bc9547d,0.8833333333333333,0.6186594202898551,0.2646739130434782,True
Claude-4,coherence,zh_CN,aec42313c4c01a4d1e2240d54ab41992_with_zh_CN,aec42313c4c01a4d1e2240d54ab41992,1.0,0.6186594202898551,0.3813405797101449,True
Claude-4,coherence,zh_CN,b15d69d9ac2994c645e9c261a9036af5_with_zh_CN,b15d69d9ac2994c645e9c261a9036af5,0.5083333333333333,0.6186594202898551,0.1103260869565218,True
Claude-4,coherence,zh_CN,b400d942abc879906d5d2e7cbf1445b5_with_zh_CN,b400d942abc879906d5d2e7cbf1445b5,0.875,0.6186594202898551,0.2563405797101449,True
Claude-4,coherence,zh_CN,b9b10ffcbee1477b164fd32d4ef7fb40_with_zh_CN,b9b10ffcbee1477b164fd32d4ef7fb40,0.5583333333333333,0.6186594202898551,0.06032608695652175,False
Claude-4,coherence,zh_CN,c145f96bc4b6c5d0d18e06e89cb629bd_with_zh_CN,c145f96bc4b6c5d0d18e06e89cb629bd,0.49166666666666664,0.6186594202898551,0.12699275362318846,True
Claude-4,coherence,zh_CN,c78e58efb81dc261314dbe9683046b8a_with_zh_CN,c78e58efb81dc261314dbe9683046b8a,0.7,0.6186594202898551,0.08134057971014486,False
Claude-4,coherence,zh_CN,cb75a2b7d6041b0ce85ec4218fe2f5e0_with_zh_CN,cb75a2b7d6041b0ce85ec4218fe2f5e0,0.7583333333333333,0.6186594202898551,0.1396739130434782,True
Claude-4,coherence,zh_CN,d48c3ed115b970b0947d892881d35aa9_with_zh_CN,d48c3ed115b970b0947d892881d35aa9,0.6583333333333333,0.6186594202898551,0.039673913043478226,False
Claude-4,coherence,zh_CN,df85068ad8d348d04f95ee17882f0da4_with_zh_CN,df85068ad8d348d04f95ee17882f0da4,0.575,0.6186594202898551,0.043659420289855144,False
Claude-4,coherence,zh_CN,dff06d843446af8648fc9ff9afacb718_with_zh_CN,dff06d843446af8648fc9ff9afacb718,0.5083333333333333,0.6186594202898551,0.1103260869565218,True
Claude-4,coherence,zh_CN,e164924261a2ff3dddb8d1e0b4e5fdb6_with_zh_CN,e164924261a2ff3dddb8d1e0b4e5fdb6,0.5583333333333333,0.6186594202898551,0.06032608695652175,False
Claude-4,coherence,zh_CN,e4c27cfc2c87eba9a17d237c0988dcbd_with_zh_CN,e4c27cfc2c87eba9a17d237c0988dcbd,0.5583333333333333,0.6186594202898551,0.06032608695652175,False
Claude-4,coherence,zh_CN,e91353a8c4dde03994b2cbfb5521172e_with_zh_CN,e91353a8c4dde03994b2cbfb5521172e,0.7666666666666667,0.6186594202898551,0.14800724637681162,True
Claude-4,coherence,zh_CN,f188e8e224ad837ca63d8472c69cf931_with_zh_CN,f188e8e224ad837ca63d8472c69cf931,0.44166666666666665,0.6186594202898551,0.17699275362318845,True
Claude-4,coherence,zh_CN,f41fcb5561abc3e4c98c32d80bd0ac2e_with_zh_CN,f41fcb5561abc3e4c98c32d80bd0ac2e,0.5,0.6186594202898551,0.1186594202898551,True
Claude-4,coherence,zh_CN,fb2c387e7e5272a43305940219116463_with_zh_CN,fb2c387e7e5272a43305940219116463,0.575,0.6186594202898551,0.043659420289855144,False
Claude-4,coherence,zh_CN,fd3d2779b04a00f64e86ebda4403eb34_with_zh_CN,fd3d2779b04a00f64e86ebda4403eb34,0.875,0.6186594202898551,0.2563405797101449,True
Claude-4,coherence,zh_CN,fdefc09bc79c168c6ee59c351ac5db78_with_zh_CN,fdefc09bc79c168c6ee59c351ac5db78,0.675,0.6186594202898551,0.056340579710144945,False
Claude-4,instruction_following,ar_EG,0a3da1ceeb83f664b813bb28f001d766_with_ar_EG,0a3da1ceeb83f664b813bb28f001d766,0.4083333333333333,0.509963768115942,0.10163043478260869,True
Claude-4,instruction_following,ar_EG,104373856e995a074579797ebe34fcb2_with_ar_EG,104373856e995a074579797ebe34fcb2,0.425,0.509963768115942,0.08496376811594203,False
Claude-4,instruction_following,ar_EG,12f396cdef01341d9b307c7048b8d77a_with_ar_EG,12f396cdef01341d9b307c7048b8d77a,0.6583333333333333,0.509963768115942,0.1483695652173913,True
Claude-4,instruction_following,ar_EG,13ae1b97872d056d111cbf8dfd1617c2_with_ar_EG,13ae1b97872d056d111cbf8dfd1617c2,0.38333333333333336,0.509963768115942,0.12663043478260866,True
Claude-4,instruction_following,ar_EG,14e076d13751e87d8c09f7f13125e755_with_ar_EG,14e076d13751e87d8c09f7f13125e755,0.26666666666666666,0.509963768115942,0.24329710144927535,True
Claude-4,instruction_following,ar_EG,169c53c4e9f905b5a1579bb2c89f80b4_with_ar_EG,169c53c4e9f905b5a1579bb2c89f80b4,0.4583333333333333,0.509963768115942,0.0516304347826087,False
Claude-4,instruction_following,ar_EG,170d490a7ae53347e8fe3eabe4e28001_with_ar_EG,170d490a7ae53347e8fe3eabe4e28001,0.625,0.509963768115942,0.11503623188405798,True
Claude-4,instruction_following,ar_EG,177682e7e6b3b0b5e4ad47b2fcaa4451_with_ar_EG,177682e7e6b3b0b5e4ad47b2fcaa4451,0.44166666666666665,0.509963768115942,0.06829710144927537,False
Claude-4,instruction_following,ar_EG,22645d3694ea307a2d88a0b1669a4550_with_ar_EG,22645d3694ea307a2d88a0b1669a4550,0.5833333333333334,0.509963768115942,0.07336956521739135,False
Claude-4,instruction_following,ar_EG,24223944994a18d516282ccef47ac54d_with_ar_EG,24223944994a18d516282ccef47ac54d,0.5166666666666667,0.509963768115942,0.006702898550724701,False
Claude-4,instruction_following,ar_EG,25206396b6f90a56a632de9594cfa279_with_ar_EG,25206396b6f90a56a632de9594cfa279,0.38333333333333336,0.509963768115942,0.12663043478260866,True
Claude-4,instruction_following,ar_EG,34ff7b0c7d176187b5f56965bc072870_with_ar_EG,34ff7b0c7d176187b5f56965bc072870,0.48333333333333334,0.509963768115942,0.02663043478260868,False
Claude-4,instruction_following,ar_EG,362fcdcfe450161abe0dfc24f108c8a9_with_ar_EG,362fcdcfe450161abe0dfc24f108c8a9,0.425,0.509963768115942,0.08496376811594203,False
Claude-4,instruction_following,ar_EG,38b0d67f9db7712c2c589f4ced8943f1_with_ar_EG,38b0d67f9db7712c2c589f4ced8943f1,0.25833333333333336,0.509963768115942,0.25163043478260866,True
Claude-4,instruction_following,ar_EG,44ea53138d50a0f07b1fb8d5fa927a6d_with_ar_EG,44ea53138d50a0f07b1fb8d5fa927a6d,0.6166666666666667,0.509963768115942,0.10670289855072468,True
Claude-4,instruction_following,ar_EG,453dbf627af720e73ca10e171bd55725_with_ar_EG,453dbf627af720e73ca10e171bd55725,0.425,0.509963768115942,0.08496376811594203,False
Claude-4,instruction_following,ar_EG,619fdd90dcf02a109782351e726f434d_with_ar_EG,619fdd90dcf02a109782351e726f434d,0.6416666666666667,0.509963768115942,0.1317028985507247,True
Claude-4,instruction_following,ar_EG,63d411be4c5a409e108fbdce6e3f8689_with_ar_EG,63d411be4c5a409e108fbdce6e3f8689,0.5666666666666667,0.509963768115942,0.056702898550724634,False
Claude-4,instruction_following,ar_EG,6caeb46fd20a0b0f5a9f74da715d8b77_with_ar_EG,6caeb46fd20a0b0f5a9f74da715d8b77,0.4166666666666667,0.509963768115942,0.09329710144927533,False
Claude-4,instruction_following,ar_EG,729ece24c8d479efaf9f43a78bcdf42f_with_ar_EG,729ece24c8d479efaf9f43a78bcdf42f,0.7416666666666667,0.509963768115942,0.23170289855072468,True
Claude-4,instruction_following,ar_EG,7a80c8edbaf9cffb15d2a71bb2427672_with_ar_EG,7a80c8edbaf9cffb15d2a71bb2427672,0.7333333333333333,0.509963768115942,0.22336956521739126,True
Claude-4,instruction_following,ar_EG,7ce9fab7d8a5d11cac47de7ded5fb87c_with_ar_EG,7ce9fab7d8a5d11cac47de7ded5fb87c,0.44166666666666665,0.509963768115942,0.06829710144927537,False
Claude-4,instruction_following,ar_EG,9071b005524e4661f6718fe829648c22_with_ar_EG,9071b005524e4661f6718fe829648c22,0.6333333333333333,0.509963768115942,0.12336956521739129,True
Claude-4,instruction_following,ar_EG,941c034555e30f65555a5ce841836317_with_ar_EG,941c034555e30f65555a5ce841836317,0.5,0.509963768115942,0.009963768115942018,False
Claude-4,instruction_following,ar_EG,95641032115fac92e1ea4efa811faae8_with_ar_EG,95641032115fac92e1ea4efa811faae8,0.3333333333333333,0.509963768115942,0.1766304347826087,True
Claude-4,instruction_following,ar_EG,9721721aee5763207020928a6be3d9b1_with_ar_EG,9721721aee5763207020928a6be3d9b1,0.39166666666666666,0.509963768115942,0.11829710144927535,True
Claude-4,instruction_following,ar_EG,a87d8ce85c5e14f8054f86aaa36f49ad_with_ar_EG,a87d8ce85c5e14f8054f86aaa36f49ad,0.65,0.509963768115942,0.140036231884058,True
Claude-4,instruction_following,ar_EG,a8de3aee209e73291020dfca4bc9547d_with_ar_EG,a8de3aee209e73291020dfca4bc9547d,0.5416666666666666,0.509963768115942,0.03170289855072461,False
Claude-4,instruction_following,ar_EG,aec42313c4c01a4d1e2240d54ab41992_with_ar_EG,aec42313c4c01a4d1e2240d54ab41992,0.7833333333333333,0.509963768115942,0.2733695652173913,True
Claude-4,instruction_following,ar_EG,b15d69d9ac2994c645e9c261a9036af5_with_ar_EG,b15d69d9ac2994c645e9c261a9036af5,0.35,0.509963768115942,0.15996376811594204,True
Claude-4,instruction_following,ar_EG,b400d942abc879906d5d2e7cbf1445b5_with_ar_EG,b400d942abc879906d5d2e7cbf1445b5,0.7166666666666667,0.509963768115942,0.20670289855072466,True
Claude-4,instruction_following,ar_EG,b9b10ffcbee1477b164fd32d4ef7fb40_with_ar_EG,b9b10ffcbee1477b164fd32d4ef7fb40,0.3333333333333333,0.509963768115942,0.1766304347826087,True
Claude-4,instruction_following,ar_EG,c145f96bc4b6c5d0d18e06e89cb629bd_with_ar_EG,c145f96bc4b6c5d0d18e06e89cb629bd,0.45,0.509963768115942,0.05996376811594201,False
Claude-4,instruction_following,ar_EG,c78e58efb81dc261314dbe9683046b8a_with_ar_EG,c78e58efb81dc261314dbe9683046b8a,0.38333333333333336,0.509963768115942,0.12663043478260866,True
Claude-4,instruction_following,ar_EG,cb75a2b7d6041b0ce85ec4218fe2f5e0_with_ar_EG,cb75a2b7d6041b0ce85ec4218fe2f5e0,0.4666666666666667,0.509963768115942,0.043297101449275344,False
Claude-4,instruction_following,ar_EG,d48c3ed115b970b0947d892881d35aa9_with_ar_EG,d48c3ed115b970b0947d892881d35aa9,0.3,0.509963768115942,0.20996376811594203,True
Claude-4,instruction_following,ar_EG,df85068ad8d348d04f95ee17882f0da4_with_ar_EG,df85068ad8d348d04f95ee17882f0da4,0.7666666666666667,0.509963768115942,0.2567028985507247,True
Claude-4,instruction_following,ar_EG,dff06d843446af8648fc9ff9afacb718_with_ar_EG,dff06d843446af8648fc9ff9afacb718,0.6833333333333333,0.509963768115942,0.17336956521739133,True
Claude-4,instruction_following,ar_EG,e164924261a2ff3dddb8d1e0b4e5fdb6_with_ar_EG,e164924261a2ff3dddb8d1e0b4e5fdb6,0.7333333333333333,0.509963768115942,0.22336956521739126,True
Claude-4,instruction_following,ar_EG,e4c27cfc2c87eba9a17d237c0988dcbd_with_ar_EG,e4c27cfc2c87eba9a17d237c0988dcbd,0.43333333333333335,0.509963768115942,0.07663043478260867,False
Claude-4,instruction_following,ar_EG,e91353a8c4dde03994b2cbfb5521172e_with_ar_EG,e91353a8c4dde03994b2cbfb5521172e,0.6166666666666667,0.509963768115942,0.10670289855072468,True
Claude-4,instruction_following,ar_EG,f188e8e224ad837ca63d8472c69cf931_with_ar_EG,f188e8e224ad837ca63d8472c69cf931,0.5833333333333334,0.509963768115942,0.07336956521739135,False
Claude-4,instruction_following,ar_EG,f41fcb5561abc3e4c98c32d80bd0ac2e_with_ar_EG,f41fcb5561abc3e4c98c32d80bd0ac2e,0.65,0.509963768115942,0.140036231884058,True
Claude-4,instruction_following,ar_EG,fb2c387e7e5272a43305940219116463_with_ar_EG,fb2c387e7e5272a43305940219116463,0.275,0.509963768115942,0.234963768115942,True
Claude-4,instruction_following,ar_EG,fd3d2779b04a00f64e86ebda4403eb34_with_ar_EG,fd3d2779b04a00f64e86ebda4403eb34,0.5166666666666667,0.509963768115942,0.006702898550724701,False
Claude-4,instruction_following,ar_EG,fdefc09bc79c168c6ee59c351ac5db78_with_ar_EG,fdefc09bc79c168c6ee59c351ac5db78,0.4666666666666667,0.509963768115942,0.043297101449275344,False
Claude-4,instruction_following,bn_BD,0a3da1ceeb83f664b813bb28f001d766_with_bn_BD,0a3da1ceeb83f664b813bb28f001d766,0.43333333333333335,0.4952898550724637,0.061956521739130355,False
Claude-4,instruction_following,bn_BD,104373856e995a074579797ebe34fcb2_with_bn_BD,104373856e995a074579797ebe34fcb2,0.45,0.4952898550724637,0.04528985507246369,False
Claude-4,instruction_following,bn_BD,12f396cdef01341d9b307c7048b8d77a_with_bn_BD,12f396cdef01341d9b307c7048b8d77a,0.5416666666666666,0.4952898550724637,0.04637681159420293,False
Claude-4,instruction_following,bn_BD,13ae1b97872d056d111cbf8dfd1617c2_with_bn_BD,13ae1b97872d056d111cbf8dfd1617c2,0.575,0.4952898550724637,0.07971014492753625,False
Claude-4,instruction_following,bn_BD,14e076d13751e87d8c09f7f13125e755_with_bn_BD,14e076d13751e87d8c09f7f13125e755,0.375,0.4952898550724637,0.1202898550724637,True
Claude-4,instruction_following,bn_BD,169c53c4e9f905b5a1579bb2c89f80b4_with_bn_BD,169c53c4e9f905b5a1579bb2c89f80b4,0.6083333333333333,0.4952898550724637,0.11304347826086958,True
Claude-4,instruction_following,bn_BD,170d490a7ae53347e8fe3eabe4e28001_with_bn_BD,170d490a7ae53347e8fe3eabe4e28001,0.525,0.4952898550724637,0.02971014492753632,False
Claude-4,instruction_following,bn_BD,177682e7e6b3b0b5e4ad47b2fcaa4451_with_bn_BD,177682e7e6b3b0b5e4ad47b2fcaa4451,0.5,0.4952898550724637,0.004710144927536297,False
Claude-4,instruction_following,bn_BD,22645d3694ea307a2d88a0b1669a4550_with_bn_BD,22645d3694ea307a2d88a0b1669a4550,0.3,0.4952898550724637,0.19528985507246371,True
Claude-4,instruction_following,bn_BD,24223944994a18d516282ccef47ac54d_with_bn_BD,24223944994a18d516282ccef47ac54d,0.5,0.4952898550724637,0.004710144927536297,False
Claude-4,instruction_following,bn_BD,25206396b6f90a56a632de9594cfa279_with_bn_BD,25206396b6f90a56a632de9594cfa279,0.4083333333333333,0.4952898550724637,0.08695652173913038,False
Claude-4,instruction_following,bn_BD,34ff7b0c7d176187b5f56965bc072870_with_bn_BD,34ff7b0c7d176187b5f56965bc072870,0.44166666666666665,0.4952898550724637,0.05362318840579705,False
Claude-4,instruction_following,bn_BD,362fcdcfe450161abe0dfc24f108c8a9_with_bn_BD,362fcdcfe450161abe0dfc24f108c8a9,0.36666666666666664,0.4952898550724637,0.12862318840579706,True
Claude-4,instruction_following,bn_BD,38b0d67f9db7712c2c589f4ced8943f1_with_bn_BD,38b0d67f9db7712c2c589f4ced8943f1,0.43333333333333335,0.4952898550724637,0.061956521739130355,False
Claude-4,instruction_following,bn_BD,44ea53138d50a0f07b1fb8d5fa927a6d_with_bn_BD,44ea53138d50a0f07b1fb8d5fa927a6d,0.36666666666666664,0.4952898550724637,0.12862318840579706,True
Claude-4,instruction_following,bn_BD,453dbf627af720e73ca10e171bd55725_with_bn_BD,453dbf627af720e73ca10e171bd55725,0.44166666666666665,0.4952898550724637,0.05362318840579705,False
Claude-4,instruction_following,bn_BD,619fdd90dcf02a109782351e726f434d_with_bn_BD,619fdd90dcf02a109782351e726f434d,0.5833333333333334,0.4952898550724637,0.08804347826086967,False
Claude-4,instruction_following,bn_BD,63d411be4c5a409e108fbdce6e3f8689_with_bn_BD,63d411be4c5a409e108fbdce6e3f8689,0.6333333333333333,0.4952898550724637,0.1380434782608696,True
Claude-4,instruction_following,bn_BD,6caeb46fd20a0b0f5a9f74da715d8b77_with_bn_BD,6caeb46fd20a0b0f5a9f74da715d8b77,0.5333333333333333,0.4952898550724637,0.03804347826086962,False
Claude-4,instruction_following,bn_BD,729ece24c8d479efaf9f43a78bcdf42f_with_bn_BD,729ece24c8d479efaf9f43a78bcdf42f,0.6333333333333333,0.4952898550724637,0.1380434782608696,True
Claude-4,instruction_following,bn_BD,7a80c8edbaf9cffb15d2a71bb2427672_with_bn_BD,7a80c8edbaf9cffb15d2a71bb2427672,0.5416666666666666,0.4952898550724637,0.04637681159420293,False
Claude-4,instruction_following,bn_BD,7ce9fab7d8a5d11cac47de7ded5fb87c_with_bn_BD,7ce9fab7d8a5d11cac47de7ded5fb87c,0.39166666666666666,0.4952898550724637,0.10362318840579704,True
Claude-4,instruction_following,bn_BD,9071b005524e4661f6718fe829648c22_with_bn_BD,9071b005524e4661f6718fe829648c22,0.5333333333333333,0.4952898550724637,0.03804347826086962,False
Claude-4,instruction_following,bn_BD,941c034555e30f65555a5ce841836317_with_bn_BD,941c034555e30f65555a5ce841836317,0.5083333333333333,0.4952898550724637,0.013043478260869601,False
Claude-4,instruction_following,bn_BD,95641032115fac92e1ea4efa811faae8_with_bn_BD,95641032115fac92e1ea4efa811faae8,0.39166666666666666,0.4952898550724637,0.10362318840579704,True
Claude-4,instruction_following,bn_BD,9721721aee5763207020928a6be3d9b1_with_bn_BD,9721721aee5763207020928a6be3d9b1,0.325,0.4952898550724637,0.1702898550724637,True
Claude-4,instruction_following,bn_BD,a87d8ce85c5e14f8054f86aaa36f49ad_with_bn_BD,a87d8ce85c5e14f8054f86aaa36f49ad,0.575,0.4952898550724637,0.07971014492753625,False
Claude-4,instruction_following,bn_BD,a8de3aee209e73291020dfca4bc9547d_with_bn_BD,a8de3aee209e73291020dfca4bc9547d,0.55,0.4952898550724637,0.05471014492753634,False
Claude-4,instruction_following,bn_BD,aec42313c4c01a4d1e2240d54ab41992_with_bn_BD,aec42313c4c01a4d1e2240d54ab41992,0.5083333333333333,0.4952898550724637,0.013043478260869601,False
Claude-4,instruction_following,bn_BD,b15d69d9ac2994c645e9c261a9036af5_with_bn_BD,b15d69d9ac2994c645e9c261a9036af5,0.4083333333333333,0.4952898550724637,0.08695652173913038,False
Claude-4,instruction_following,bn_BD,b400d942abc879906d5d2e7cbf1445b5_with_bn_BD,b400d942abc879906d5d2e7cbf1445b5,0.4,0.4952898550724637,0.09528985507246368,False
Claude-4,instruction_following,bn_BD,b9b10ffcbee1477b164fd32d4ef7fb40_with_bn_BD,b9b10ffcbee1477b164fd32d4ef7fb40,0.6083333333333333,0.4952898550724637,0.11304347826086958,True
Claude-4,instruction_following,bn_BD,c145f96bc4b6c5d0d18e06e89cb629bd_with_bn_BD,c145f96bc4b6c5d0d18e06e89cb629bd,0.5416666666666666,0.4952898550724637,0.04637681159420293,False
Claude-4,instruction_following,bn_BD,c78e58efb81dc261314dbe9683046b8a_with_bn_BD,c78e58efb81dc261314dbe9683046b8a,0.5333333333333333,0.4952898550724637,0.03804347826086962,False
Claude-4,instruction_following,bn_BD,cb75a2b7d6041b0ce85ec4218fe2f5e0_with_bn_BD,cb75a2b7d6041b0ce85ec4218fe2f5e0,0.7333333333333333,0.4952898550724637,0.23804347826086958,True
Claude-4,instruction_following,bn_BD,d48c3ed115b970b0947d892881d35aa9_with_bn_BD,d48c3ed115b970b0947d892881d35aa9,0.36666666666666664,0.4952898550724637,0.12862318840579706,True
Claude-4,instruction_following,bn_BD,df85068ad8d348d04f95ee17882f0da4_with_bn_BD,df85068ad8d348d04f95ee17882f0da4,0.55,0.4952898550724637,0.05471014492753634,False
