judge_model_name,criterion,locale,original_instance_id_with_locale,original_instance_id,acc_eq_prompt,group_mean,abs_deviation_from_group_mean,is_unstable_abs_dev_gt_threshold
AyaExpanse-32B,coherence,cs_CZ,e4c27cfc2c87eba9a17d237c0988dcbd_with_cs_CZ,e4c27cfc2c87eba9a17d237c0988dcbd,0.26666666666666666,0.415036231884058,0.14836956521739136,True
AyaExpanse-32B,coherence,cs_CZ,e91353a8c4dde03994b2cbfb5521172e_with_cs_CZ,e91353a8c4dde03994b2cbfb5521172e,0.8833333333333333,0.415036231884058,0.4682971014492753,True
AyaExpanse-32B,coherence,cs_CZ,f188e8e224ad837ca63d8472c69cf931_with_cs_CZ,f188e8e224ad837ca63d8472c69cf931,0.35,0.415036231884058,0.06503623188405805,False
AyaExpanse-32B,coherence,cs_CZ,f41fcb5561abc3e4c98c32d80bd0ac2e_with_cs_CZ,f41fcb5561abc3e4c98c32d80bd0ac2e,0.4166666666666667,0.415036231884058,0.0016304347826086585,False
AyaExpanse-32B,coherence,cs_CZ,fb2c387e7e5272a43305940219116463_with_cs_CZ,fb2c387e7e5272a43305940219116463,0.39166666666666666,0.415036231884058,0.023369565217391364,False
AyaExpanse-32B,coherence,cs_CZ,fd3d2779b04a00f64e86ebda4403eb34_with_cs_CZ,fd3d2779b04a00f64e86ebda4403eb34,0.30833333333333335,0.415036231884058,0.10670289855072468,True
AyaExpanse-32B,coherence,cs_CZ,fdefc09bc79c168c6ee59c351ac5db78_with_cs_CZ,fdefc09bc79c168c6ee59c351ac5db78,0.30833333333333335,0.415036231884058,0.10670289855072468,True
AyaExpanse-32B,coherence,de_DE,0a3da1ceeb83f664b813bb28f001d766_with_de_DE,0a3da1ceeb83f664b813bb28f001d766,0.875,0.5626811594202898,0.31231884057971016,True
AyaExpanse-32B,coherence,de_DE,104373856e995a074579797ebe34fcb2_with_de_DE,104373856e995a074579797ebe34fcb2,1.0,0.5626811594202898,0.43731884057971016,True
AyaExpanse-32B,coherence,de_DE,12f396cdef01341d9b307c7048b8d77a_with_de_DE,12f396cdef01341d9b307c7048b8d77a,0.4,0.5626811594202898,0.16268115942028982,True
AyaExpanse-32B,coherence,de_DE,13ae1b97872d056d111cbf8dfd1617c2_with_de_DE,13ae1b97872d056d111cbf8dfd1617c2,0.24166666666666667,0.5626811594202898,0.32101449275362315,True
AyaExpanse-32B,coherence,de_DE,14e076d13751e87d8c09f7f13125e755_with_de_DE,14e076d13751e87d8c09f7f13125e755,0.31666666666666665,0.5626811594202898,0.2460144927536232,True
AyaExpanse-32B,coherence,de_DE,169c53c4e9f905b5a1579bb2c89f80b4_with_de_DE,169c53c4e9f905b5a1579bb2c89f80b4,0.5666666666666667,0.5626811594202898,0.003985507246376807,False
AyaExpanse-32B,coherence,de_DE,170d490a7ae53347e8fe3eabe4e28001_with_de_DE,170d490a7ae53347e8fe3eabe4e28001,0.3416666666666667,0.5626811594202898,0.22101449275362317,True
AyaExpanse-32B,coherence,de_DE,177682e7e6b3b0b5e4ad47b2fcaa4451_with_de_DE,177682e7e6b3b0b5e4ad47b2fcaa4451,0.325,0.5626811594202898,0.23768115942028983,True
AyaExpanse-32B,coherence,de_DE,22645d3694ea307a2d88a0b1669a4550_with_de_DE,22645d3694ea307a2d88a0b1669a4550,0.43333333333333335,0.5626811594202898,0.1293478260869565,True
AyaExpanse-32B,coherence,de_DE,24223944994a18d516282ccef47ac54d_with_de_DE,24223944994a18d516282ccef47ac54d,0.5666666666666667,0.5626811594202898,0.003985507246376807,False
AyaExpanse-32B,coherence,de_DE,25206396b6f90a56a632de9594cfa279_with_de_DE,25206396b6f90a56a632de9594cfa279,0.425,0.5626811594202898,0.13768115942028986,True
